year,id,undergrad_men,undergrad_women,undergrad,graduate_men,graduate_women,graduate,total_men,total_women,total,cat,school
1990,anthro,15,35,50,17,30,47,36,71,107,socsci,school_hs
1990,appphys,0,0,0,92,18,110,101,18,119,physci,school_hs
1990,art,14,37,51,13,14,27,32,57,89,hum,school_hs
1990,chinese,2,0,2,4,4,8,6,5,11,hum,school_hs
1990,japanese,6,2,8,2,5,7,10,8,18,hum,school_hs
1990,bio,120,88,208,49,40,89,182,140,322,physci,school_hs
1990,chem,25,15,40,142,46,188,187,73,260,physci,school_hs
1990,classics,6,6,12,12,7,19,18,14,32,hum,school_hs
1990,comm,21,24,45,15,27,42,42,62,104,hum,school_hs
1990,complit,0,0,0,8,6,14,10,10,20,hum,school_hs
1990,drama,9,10,19,6,3,9,16,14,30,hum,school_hs
1990,dramahum,0,0,0,1,1,2,2,1,3,hum,school_hs
1990,eastasn,5,4,9,14,10,24,19,15,34,hum,school_hs
1990,econ,223,91,314,95,27,122,325,121,446,socsci,school_hs
1990,english,72,127,199,34,41,75,113,183,296,hum,school_hs
1990,enghum,0,0,0,0,0,0,3,1,4,hum,school_hs
1990,engfrenlit,3,1,4,0,0,0,3,1,4,hum,school_hs
1990,enggerlit,0,1,1,0,0,0,0,1,1,hum,school_hs
1990,engspnlit,1,2,3,0,0,0,1,2,3,hum,school_hs
1990,femst,0,1,1,0,0,0,0,1,1,hum,school_hs
1990,foodres,0,0,0,16,11,27,19,15,34,physci,school_hs
1990,french,2,3,5,9,10,19,11,15,26,hum,school_hs
1990,italian,5,4,9,0,8,8,5,12,17,hum,school_hs
1990,german,4,3,7,9,7,16,15,12,27,hum,school_hs
1990,germanhum,0,0,0,1,0,1,1,2,3,hum,school_hs
1990,history,79,70,149,31,30,61,127,108,235,hum,school_hs
1990,histhum,0,0,0,1,0,1,4,0,4,hum,school_hs
1990,humbio,52,111,163,0,0,0,52,111,163,inter,school_hs
1990,humsp,18,30,48,1,0,1,19,30,49,hum,school_hs
1990,idm,5,4,9,0,0,0,5,4,9,inter,school_hs
1990,ips,0,0,0,12,10,22,12,10,22,inter,school_hs
1990,ir,50,77,127,0,0,0,50,77,127,socsci,school_hs
1990,latinam,0,1,1,10,4,14,10,6,16,hum,school_hs
1990,linguist,4,10,14,21,16,37,29,30,59,socsci,school_hs
1990,mcs,14,9,23,0,0,0,14,9,23,math,school_hs
1990,math,20,4,24,47,10,57,69,15,84,math,school_hs
1990,mtl,0,0,0,10,15,25,13,20,33,hum,school_hs
1990,music,14,25,39,28,10,38,51,40,91,hum,school_hs
1990,musichum,0,0,0,1,0,1,1,0,1,hum,school_hs
1990,phil,27,10,37,25,9,34,56,20,76,hum,school_hs
1990,philhum,0,0,0,1,1,2,1,1,2,hum,school_hs
1990,philrelig,5,5,10,0,0,0,5,5,10,hum,school_hs
1990,physics,42,6,48,103,14,117,150,21,171,physci,school_hs
1990,polisci,142,106,248,41,12,53,192,126,318,socsci,school_hs
1990,psych,64,108,172,32,21,53,96,129,225,socsci,school_hs
1990,publpol,25,23,48,0,0,0,25,23,48,socsci,school_hs
1990,religst,3,1,4,15,6,21,19,8,27,hum,school_hs
1990,rees,0,0,0,4,5,9,4,5,9,hum,school_hs
1990,slavic,1,3,4,7,6,13,9,12,21,hum,school_hs
1990,slavichum,0,0,0,0,2,2,0,3,3,hum,school_hs
1990,soc,26,19,45,25,33,58,58,60,118,socsci,school_hs
1990,spanport,5,3,8,8,17,25,14,26,40,hum,school_hs
1990,stats,0,0,0,28,15,43,32,15,47,math,school_hs
1990,symsys,56,8,64,0,0,0,56,8,64,inter,school_hs
1990,urbanst,12,8,20,0,0,0,12,8,20,socsci,school_hs
1990,sts,12,9,21,0,0,0,12,9,21,inter,school_hs
1990,school_law,0,0,0,306,212,521,315,217,532,dept,dept
1990,law,0,0,0,304,212,519,313,217,530,prof,school_law
1990,lawbiz,0,0,0,2,0,2,2,0,2,prof,school_law
1990,school_med,4,8,12,367,219,586,386,243,629,dept,dept
1990,bioc,0,0,0,13,8,21,21,12,33,prof,school_med
1990,cellbio,0,0,0,9,2,11,9,2,11,prof,school_med
1990,comadm,0,0,0,3,2,5,3,2,5,prof,school_med
1990,dbio,0,0,0,5,3,8,5,3,8,prof,school_med
1990,gene,0,0,0,10,8,18,13,14,27,prof,school_med
1990,hrp,0,0,0,1,1,2,4,1,5,prof,school_med
1990,mi,4,8,12,11,12,23,15,22,37,prof,school_med
1990,mcp,0,0,0,4,0,4,4,0,4,prof,school_med
1990,pharma,0,0,0,4,8,12,5,12,17,prof,school_med
1990,physio,0,0,0,4,3,7,4,3,7,prof,school_med
1990,med,0,0,0,286,171,457,286,171,457,prof,school_med
1990,hearspeech,0,0,0,1,0,1,1,0,1,prof,school_med
1990,biomedin,0,0,0,16,1,17,16,1,17,prof,school_med
1990,biophys,0,0,0,8,7,15,8,7,15,physci,school_hs
1990,cbio,0,0,0,9,14,23,12,19,31,prof,school_med
1990,gradspec,0,0,0,2,2,4,4,2,6,inter,misc
1990,immunol,0,0,0,7,4,11,7,4,11,prof,school_med
1990,nepr,0,0,0,15,6,21,17,14,31,prof,school_med
1989,undeclared,2014,1643,3657,0,0,0,2014,1643,3657,aggr,misc
1989,total,3675,2830,6505,4375,1791,6166,8474,4880,13354,aggr,total
1989,school_biz,0,0,0,569,212,781,570,212,782,dept,dept
1989,school_es,14,8,22,110,35,145,152,51,203,dept,dept
1989,appes,10,5,15,16,7,23,35,15,50,engr,school_es
1989,geo,4,0,4,21,19,40,31,22,53,physci,school_es
1989,geophys,0,1,1,43,7,50,46,9,55,physci,school_es
1989,petrolengr,0,2,2,30,2,32,40,5,45,engr,school_es
1989,school_educ,0,0,0,103,175,278,120,220,340,dept,dept
1989,school_engr,432,109,541,1900,385,2285,2512,520,3032,dept,dept
1989,aa,0,0,0,194,17,211,214,17,231,engr,school_engr
1989,chemeng,18,6,24,44,11,55,67,18,85,engr,school_engr
1989,ce,29,10,39,149,55,204,197,72,269,engr,school_engr
1989,cs,73,17,90,232,58,290,318,80,398,engr,school_engr
1989,ee,112,16,128,525,67,592,697,87,784,engr,school_engr
1989,engr,18,2,20,26,9,35,44,11,55,engr,school_engr
1989,engr_es,0,0,0,88,16,104,103,19,122,engr,school_engr
1989,genengr,30,12,42,0,0,0,30,12,42,engr,school_engr
1989,ie,60,23,83,67,18,85,127,41,168,engr,school_engr
1989,matsci,5,2,7,109,36,145,120,41,161,engr,school_engr
1989,me,87,21,108,390,61,451,516,85,601,engr,school_engr
1989,opsres,0,0,0,62,34,96,65,34,99,math,school_engr
1989,sccm,0,0,0,14,3,17,14,3,17,math,school_engr
1989,school_hs,1206,1066,2272,998,548,1546,2367,1758,4125,dept,dept
1989,aaas,3,0,3,0,0,0,3,0,3,hum,school_hs
1989,amstud,26,43,69,0,0,0,26,43,69,hum,school_hs
1989,anthro,19,33,52,15,27,42,39,69,108,socsci,school_hs
1989,appphys,0,0,0,96,14,110,101,15,116,physci,school_hs
1989,art,14,23,37,10,18,28,30,49,79,hum,school_hs
1989,chinese,0,3,3,6,4,10,7,9,16,hum,school_hs
1989,japanese,2,4,6,2,5,7,6,11,17,hum,school_hs
1989,bio,122,96,218,48,49,97,189,158,347,physci,school_hs
1989,chem,20,11,31,136,54,190,171,70,241,physci,school_hs
1989,classics,8,5,13,9,5,14,18,12,30,hum,school_hs
1989,comm,25,27,52,18,24,42,51,60,111,hum,school_hs
1989,complit,0,0,0,8,7,15,9,9,18,hum,school_hs
1989,drama,8,11,19,8,3,11,17,15,32,hum,school_hs
1989,dramahum,0,0,0,3,1,4,3,1,4,hum,school_hs
1989,eastasn,3,8,11,18,12,30,21,20,41,hum,school_hs
1989,econ,226,84,310,92,26,118,327,115,442,socsci,school_hs
1989,english,100,129,229,28,29,57,133,172,305,hum,school_hs
1989,enghum,0,0,0,2,2,4,2,3,5,hum,school_hs
1989,engfrenlit,2,2,4,0,0,0,2,2,4,hum,school_hs
1989,engitalit,0,1,1,0,0,0,0,1,1,hum,school_hs
1989,foodres,0,0,0,22,10,32,24,14,38,physci,school_hs
1989,french,3,6,9,7,7,14,11,16,27,hum,school_hs
1989,italian,2,2,4,0,10,10,2,12,14,hum,school_hs
1989,frenchhum,0,0,0,1,0,1,1,0,1,hum,school_hs
1989,italenglit,1,0,1,0,0,0,1,0,1,hum,school_hs
1989,german,6,2,8,9,7,16,15,10,25,hum,school_hs
1989,germanhum,0,0,0,1,0,1,1,0,1,hum,school_hs
1989,history,85,56,141,37,28,65,137,93,230,hum,school_hs
1989,histhum,0,0,0,0,0,0,3,0,3,hum,school_hs
1989,humbio,43,95,138,0,0,0,43,95,138,inter,school_hs
1989,humsp,12,18,30,0,1,1,12,19,31,hum,school_hs
1989,idm,8,4,12,0,0,0,8,4,12,inter,school_hs
1989,ips,0,0,0,9,8,17,9,8,17,inter,school_hs
1989,ir,49,60,109,0,0,0,49,60,109,socsci,school_hs
1989,latinam,1,1,2,6,5,11,7,6,13,hum,school_hs
1989,linguist,5,13,18,19,17,36,30,35,65,socsci,school_hs
1989,mcs,19,11,30,0,0,0,19,11,30,math,school_hs
1989,math,14,4,18,52,16,68,68,20,88,math,school_hs
1989,mtl,0,0,0,12,13,25,15,19,34,hum,school_hs
1989,music,16,23,39,33,7,40,56,36,92,hum,school_hs
1989,musichum,0,0,0,1,0,1,1,0,1,hum,school_hs
1989,phil,32,12,44,26,11,37,63,24,87,hum,school_hs
1989,philrelig,7,3,10,0,0,0,7,3,10,hum,school_hs
1989,physics,41,5,46,108,14,122,161,21,182,physci,school_hs
1989,polisci,126,90,216,32,13,45,169,110,279,socsci,school_hs
1989,psych,53,109,162,32,23,55,88,136,224,socsci,school_hs
1989,publpol,7,22,29,0,0,0,7,22,29,socsci,school_hs
1989,religst,5,1,6,12,3,15,20,6,26,hum,school_hs
1989,relighum,0,0,0,0,4,0,1,0,1,hum,school_hs
1989,rees,0,"
","
",5,0,9,5,4,9,hum,school_hs
1989,slavic,1,2,3,3,10,13,6,14,20,hum,school_hs
1989,slavichum,0,0,0,0,0,0,0,1,1,hum,school_hs
1989,soc,27,16,43,30,35,65,63,63,126,socsci,school_hs
1989,spanport,6,7,13,10,12,22,16,24,40,hum,school_hs
1989,stats,0,0,0,32,14,46,35,14,49,math,school_hs
1989,symsys,45,13,58,0,0,0,45,13,58,inter,school_hs
1989,urbanst,7,8,15,0,0,0,7,8,15,socsci,school_hs
1989,sts,7,3,10,0,0,0,7,3,10,inter,school_hs
1989,school_law,0,0,0,304,211,515,309,216,525,dept,dept
1989,law,0,0,0,299,209,508,304,214,518,prof,school_law
1989,lawbiz,0,0,"
",5,2,7,5,2,7,prof,school_law
1989,school_med,9,4,13,361,191,552,394,215,609,dept,dept
1989,bioc,0,0,0,15,6,21,26,10,36,prof,school_med
1989,cellbio,0,0,0,7,3,10,9,3,12,prof,school_med
1989,gene,0,0,0,7,10,17,12,13,25,prof,school_med
1989,hrp,0,0,0,4,0,4,5,0,5,prof,school_med
1989,medmicrobio,9,4,13,0,0,0,9,4,13,prof,school_med
1989,mi,0,0,0,13,12,25,14,18,32,prof,school_med
1989,pharma,0,0,0,4,6,10,7,11,18,prof,school_med
1989,physio,0,0,0,5,3,8,6,3,9,prof,school_med
1989,med,0,0,0,292,149,441,292,149,441,prof,school_med
1989,hearspeech,0,0,0,0,0,0,0,1,1,prof,school_med
1989,biomedin,0,0,0,14,2,16,14,3,17,prof,school_med
1989,biophys,0,0,0,4,5,9,4,5,9,physci,school_hs
1989,cbio,0,0,0,10,13,23,12,18,30,prof,school_med
1989,gradspec,0,0,0,2,1,3,5,1,6,inter,misc
1989,immunol,0,0,0,5,5,10,5,5,10,prof,school_med
1989,nepr,0,0,0,9,10,19,10,16,26,prof,school_med
1988,undeclared,1976,1562,3538,0,0,0,1976,1562,3538,aggr,misc
1988,total,3646,2811,6457,4335,1725,6060,8431,4793,13224,aggr,total
1988,school_biz,0,0,0,556,204,760,560,205,765,dept,dept
1988,school_es,18,8,26,126,38,164,166,56,222,dept,dept
1988,appes,11,6,17,24,7,31,38,17,55,engr,school_es
1988,geo,5,1,6,23,19,42,34,23,57,physci,school_es
1988,geophys,0,1,1,43,10,53,45,12,57,physci,school_es
1988,petrolengr,2,0,2,36,2,38,49,4,53,engr,school_es
1988,school_educ,0,0,0,99,170,269,126,208,334,dept,dept
1988,school_engr,422,119,541,1903,322,2225,2536,471,3007,dept,dept
1988,aa,0,0,0,182,16,198,199,16,215,engr,school_engr
1988,chemeng,9,8,17,39,10,49,56,21,77,engr,school_engr
1988,ce,36,12,48,144,32,176,212,50,262,engr,school_engr
1988,cs,57,13,70,241,61,302,315,84,399,engr,school_engr
1988,ee,110,22,132,527,62,589,701,87,788,engr,school_engr
1988,engr,14,3,17,42,11,53,56,14,70,engr,school_engr
1988,engr_es,0,0,0,102,16,118,115,19,134,engr,school_engr
1988,genengr,39,14,53,0,0,0,39,14,53,engr,school_engr
1988,ie,61,17,78,70,17,87,135,34,169,engr,school_engr
1988,matsci,3,6,9,119,38,157,131,45,176,engr,school_engr
1988,me,93,24,117,378,43,421,515,69,584,engr,school_engr
1988,opsres,0,0,0,59,16,75,62,18,80,math,school_engr
1988,school_hs,1222,1116,2338,967,548,1515,2337,1812,4149,dept,dept
1988,aaas,2,0,2,0,0,0,2,0,2,hum,school_hs
1988,amstud,24,39,63,0,0,0,24,39,63,hum,school_hs
1988,anthro,19,41,60,16,27,43,42,75,117,socsci,school_hs
1988,appphys,0,0,0,107,14,121,118,14,132,physci,school_hs
1988,art,18,27,45,12,14,26,35,45,80,hum,school_hs
1988,chinese,1,2,3,5,4,9,8,7,15,hum,school_hs
1988,japanese,3,2,5,4,4,8,7,8,15,hum,school_hs
1988,bio,136,101,237,51,46,97,201,158,359,physci,school_hs
1988,chem,13,6,19,133,48,181,152,60,212,physci,school_hs
1988,classics,6,3,9,11,5,16,17,10,27,hum,school_hs
1988,comm,34,42,76,17,24,41,56,79,135,hum,school_hs
1988,complit,0,0,0,7,6,13,8,10,18,hum,school_hs
1988,drama,6,8,14,8,5,13,14,13,27,hum,school_hs
1988,dramahum,0,0,0,3,0,3,4,0,4,hum,school_hs
1988,eastasn,2,5,7,9,12,21,12,17,29,hum,school_hs
1988,econ,203,84,287,84,26,110,296,111,407,socsci,school_hs
1988,english,96,118,214,30,35,65,132,170,302,hum,school_hs
1988,enghum,0,0,0,2,1,3,2,2,4,hum,school_hs
1988,engfrenlit,0,3,3,0,0,0,0,3,3,hum,school_hs
1988,engitalit,1,1,2,0,0,0,1,1,2,hum,school_hs
1988,engspnlit,0,1,1,0,0,0,0,1,1,hum,school_hs
1988,foodres,0,0,0,21,20,41,23,22,45,physci,school_hs
1988,french,1,6,7,6,8,14,9,19,28,hum,school_hs
1988,italian,3,1,4,0,7,7,3,8,11,hum,school_hs
1988,frenchhum,0,0,0,1,0,1,2,0,2,hum,school_hs
1988,frenchenglit,0,1,1,0,0,0,0,1,1,hum,school_hs
1988,frenchitalit,1,0,1,0,0,0,1,0,1,hum,school_hs
1988,german,4,4,8,11,7,18,16,12,28,hum,school_hs
1988,germanhum,0,0,0,1,0,1,1,0,1,hum,school_hs
1988,history,97,67,164,41,22,63,149,99,248,hum,school_hs
1988,histhum,0,0,0,1,0,1,3,1,4,hum,school_hs
1988,humbio,48,103,151,0,0,0,48,103,151,inter,school_hs
1988,humsp,21,12,33,1,1,2,22,13,35,hum,school_hs
1988,idm,8,5,13,0,0,0,8,5,13,inter,school_hs
1988,ips,0,0,0,14,5,19,14,5,19,inter,school_hs
1988,ir,50,68,118,0,0,0,50,68,118,socsci,school_hs
1988,latinam,1,1,2,2,6,8,4,7,11,hum,school_hs
1988,linguist,5,6,11,20,19,39,29,34,63,socsci,school_hs
1988,mcs,27,21,48,0,0,0,27,21,48,math,school_hs
1988,math,16,6,22,45,17,62,62,23,85,math,school_hs
1988,mtl,0,0,0,7,10,17,11,15,26,hum,school_hs
1988,mtlhum,0,0,0,0,0,0,0,1,1,hum,school_hs
1988,music,23,32,55,27,11,38,59,48,107,hum,school_hs
1988,phil,36,10,46,23,9,32,64,22,86,hum,school_hs
1988,philhum,0,0,0,0,1,1,0,1,1,hum,school_hs
1988,philrelig,7,7,14,0,0,0,7,7,14,hum,school_hs
1988,physics,40,8,48,107,14,121,159,25,184,physci,school_hs
1988,polisci,121,74,195,26,14,40,158,93,251,socsci,school_hs
1988,psych,61,115,176,32,29,61,95,149,244,socsci,school_hs
1988,publpol,7,8,15,0,0,0,7,8,15,socsci,school_hs
1988,religst,4,1,5,11,4,15,18,8,26,hum,school_hs
1988,relighum,0,0,0,0,0,0,1,0,1,hum,school_hs
1988,rees,0,0,0,0,4,4,0,4,4,hum,school_hs
1988,slavic,5,2,7,4,8,12,9,12,21,hum,school_hs
1988,slavichum,0,0,0,0,1,1,0,1,1,hum,school_hs
1988,soc,31,28,59,23,33,56,59,74,133,socsci,school_hs
1988,spanport,1,11,12,7,13,20,8,30,38,hum,school_hs
1988,stats,0,0,0,37,14,51,40,14,54,math,school_hs
1988,symsys,22,17,39,0,0,0,22,17,39,inter,school_hs
1988,urbanst,9,10,19,0,0,0,9,10,19,socsci,school_hs
1988,sts,9,9,18,0,0,0,9,9,18,inter,school_hs
1988,school_law,0,0,0,296,225,521,299,229,528,dept,dept
1988,law,0,0,0,286,223,509,289,227,516,prof,school_law
1988,lawbiz,0,0,"
",10,2,12,10,2,12,prof,school_law
1988,school_med,8,6,14,361,188,549,395,210,605,dept,dept
1988,bioc,0,0,0,13,7,20,24,8,32,prof,school_med
1988,cellbio,0,0,0,4,2,6,5,2,7,prof,school_med
1988,gene,0,0,0,4,8,12,11,11,22,prof,school_med
1988,hrp,0,0,0,5,0,5,5,0,5,prof,school_med
1988,medmicrobio,8,6,14,12,10,22,23,20,43,prof,school_med
1988,pharma,0,0,0,5,8,13,7,11,18,prof,school_med
1988,physio,0,0,0,6,4,10,7,7,14,prof,school_med
1988,med,0,0,0,296,148,444,296,148,444,prof,school_med
1988,hearspeech,0,0,0,1,0,1,1,1,2,prof,school_med
1988,biomedin,0,0,0,15,1,16,16,2,18,prof,school_med
1988,biophys,0,0,0,1,2,3,2,2,4,physci,school_hs
1988,cbio,0,0,0,7,13,20,7,16,23,prof,school_med
1988,gradspec,0,0,0,3,1,4,5,1,6,inter,misc
1988,immunol,0,0,"
",2,2,4,2,2,4,prof,school_med
1988,nepr,0,0,0,9,11,20,15,18,33,prof,school_med
1988,sccm,0,0,0,4,1,5,4,1,5,math,school_engr
1987,undeclared,1975,1523,3498,0,0,0,1975,1523,3498,aggr,misc
1987,total,3722,2849,6571,4248,1705,5953,8470,4822,13292,aggr,total
1987,school_biz,0,0,0,531,195,726,534,195,729,dept,dept
1987,school_es,22,6,28,130,39,169,177,54,231,dept,dept
1987,appes,8,4,12,26,7,33,37,15,52,engr,school_es
1987,geo,9,2,11,22,17,39,44,23,67,physci,school_es
1987,geophys,0,0,0,43,10,53,45,10,55,physci,school_es
1987,petrolengr,5,0,5,39,5,44,51,6,57,engr,school_es
1987,school_educ,0,0,0,95,182,277,124,236,360,dept,dept
1987,school_engr,483,150,633,1896,331,2227,2617,512,3129,dept,dept
1987,aa,0,0,0,186,10,196,205,11,216,engr,school_engr
1987,chemeng,16,6,22,38,13,51,68,22,90,engr,school_engr
1987,ce,44,14,58,149,44,193,218,63,281,engr,school_engr
1987,cs,39,11,50,240,66,306,301,84,385,engr,school_engr
1987,ee,143,27,170,529,52,581,743,83,826,engr,school_engr
1987,engr_es,0,0,0,83,19,102,102,23,125,engr,school_engr
1987,engr,0,0,0,36,7,43,36,7,43,engr,school_engr
1987,genengr,35,18,53,0,0,0,35,18,53,engr,school_engr
1987,ie,94,42,136,73,15,88,172,57,229,engr,school_engr
1987,matsci,5,2,7,118,36,154,139,42,181,engr,school_engr
1987,me,107,30,137,380,45,425,526,76,602,engr,school_engr
1987,opsres,0,0,0,64,24,88,72,26,98,math,school_engr
1987,school_hs,1236,1165,2401,930,549,1479,2335,1865,4200,dept,dept
1987,aaas,1,1,2,0,0,0,1,1,2,hum,school_hs
1987,amstud,16,26,42,0,0,0,16,26,42,hum,school_hs
1987,anthro,17,32,49,11,26,37,34,66,100,socsci,school_hs
1987,appphys,0,0,0,104,13,117,119,15,134,physci,school_hs
1987,art,21,30,51,14,11,25,38,49,87,hum,school_hs
1987,chinese,1,2,3,5,6,11,9,8,17,hum,school_hs
1987,japanese,4,3,7,3,3,6,7,8,15,hum,school_hs
1987,bio,159,110,269,51,51,102,225,172,397,physci,school_hs
1987,chem,15,5,20,131,48,179,157,56,213,physci,school_hs
1987,classics,8,3,11,7,9,16,17,12,29,hum,school_hs
1987,comm,36,39,75,21,30,51,63,80,143,hum,school_hs
1987,complit,0,0,0,6,6,12,9,9,18,hum,school_hs
1987,drama,5,11,16,5,6,11,11,18,29,hum,school_hs
1987,dramahum,0,0,0,3,0,3,4,0,4,hum,school_hs
1987,eastasn,1,3,4,6,10,16,7,13,20,hum,school_hs
1987,econ,224,105,329,83,22,105,318,128,446,socsci,school_hs
1987,english,104,132,236,25,39,64,138,186,324,hum,school_hs
1987,enghum,0,0,0,1,1,2,2,2,4,hum,school_hs
1987,engfrenlit,0,2,2,0,0,0,0,2,2,hum,school_hs
1987,engitalit,0,3,3,0,0,0,0,3,3,hum,school_hs
1987,engspnlit,0,1,1,0,0,0,0,1,1,hum,school_hs
1987,foodres,0,0,0,22,16,38,25,17,42,physci,school_hs
1987,french,4,11,15,4,12,16,9,28,37,hum,school_hs
1987,italian,1,2,3,0,5,5,1,7,8,hum,school_hs
1987,frenchhum,0,0,0,2,0,2,2,0,2,hum,school_hs
1987,frenchenglit,0,2,2,0,0,0,0,2,2,hum,school_hs
1987,german,9,2,11,12,6,18,21,10,31,hum,school_hs
1987,germanhum,0,0,0,1,1,2,1,1,2,hum,school_hs
1987,history,79,66,145,36,22,58,129,102,231,hum,school_hs
1987,histhum,0,0,0,1,0,1,3,1,4,hum,school_hs
1987,humbio,53,139,192,0,0,0,53,139,192,inter,school_hs
1987,humsp,12,9,21,0,0,0,12,9,21,hum,school_hs
1987,idm,2,1,3,0,0,0,2,1,3,inter,school_hs
1987,ips,0,0,0,12,6,18,12,6,18,inter,school_hs
1987,ir,61,93,154,0,0,0,61,93,154,socsci,school_hs
1987,latinam,0,2,2,5,5,10,5,7,12,hum,school_hs
1987,linguist,3,8,11,21,21,42,26,35,61,socsci,school_hs
1987,mcs,28,18,46,0,0,0,28,18,46,math,school_hs
1987,math,24,7,31,51,16,67,76,24,100,math,school_hs
1987,mtlhum,0,0,0,0,0,0,0,1,1,hum,school_hs
1987,mtl,0,0,0,8,12,20,10,16,26,hum,school_hs
1987,music,21,33,54,24,15,39,53,58,111,hum,school_hs
1987,phil,23,10,33,23,7,30,49,21,70,hum,school_hs
1987,philhum,0,0,0,0,1,1,0,1,1,hum,school_hs
1987,philrelig,4,1,5,0,0,0,4,1,5,hum,school_hs
1987,physics,47,11,58,94,13,107,164,27,191,physci,school_hs
1987,polisci,109,61,170,34,14,48,151,83,234,socsci,school_hs
1987,psych,52,103,155,28,29,57,82,137,219,socsci,school_hs
1987,publpol,7,4,11,0,0,0,7,4,11,socsci,school_hs
1987,relighum,0,0,0,1,0,1,1,0,1,hum,school_hs
1987,religst,0,0,0,12,6,18,13,8,21,hum,school_hs
1987,rees,0,0,0,2,4,6,2,4,6,hum,school_hs
1987,slavic,5,2,7,4,9,13,9,12,21,hum,school_hs
1987,soc,34,49,83,24,24,48,68,84,152,socsci,school_hs
1987,spanport,5,5,10,3,12,15,8,23,31,hum,school_hs
1987,stats,0,0,0,30,12,42,32,12,44,math,school_hs
1987,symsys,25,7,32,0,0,0,25,7,32,inter,school_hs
1987,urbanst,9,8,17,0,0,0,9,8,17,socsci,school_hs
1987,sts,7,3,10,0,0,0,7,3,10,inter,school_hs
1987,school_law,0,0,0,291,221,512,293,224,517,dept,dept
1987,law,0,0,0,279,216,495,281,219,500,prof,school_law
1987,lawbiz,0,0,0,12,5,17,12,5,17,prof,school_law
1987,school_med,6,5,11,354,168,522,386,183,569,dept,dept
1987,bioc,0,0,0,10,6,16,22,7,29,prof,school_med
1987,cellbio,0,0,0,4,1,5,5,1,6,prof,school_med
1987,gene,0,0,0,5,6,11,9,8,17,prof,school_med
1987,hrp,0,0,0,1,0,1,2,0,2,prof,school_med
1987,medmicrobio,6,5,11,13,12,25,21,19,40,prof,school_med
1987,pharma,0,0,0,5,5,10,10,8,18,prof,school_med
1987,physio,0,0,0,4,4,8,5,5,10,prof,school_med
1987,med,0,0,0,297,132,429,297,132,429,prof,school_med
1987,hearspeech,0,0,0,0,0,0,0,1,1,prof,school_med
1987,biomedin,0,0,0,15,2,17,15,2,17,prof,school_med
1987,biophys,0,0,0,3,0,3,3,0,3,physci,school_hs
1987,cbio,0,0,0,6,10,16,7,12,19,prof,school_med
1987,gradspec,0,0,0,3,0,3,5,2,7,inter,misc
1987,nepr,0,0,0,9,10,19,14,16,30,prof,school_med
1986,undeclared,1956,1577,3533,0,0,0,1956,1577,3533,aggr,misc
1986,total,3732,2840,6572,4238,1698,5936,8477,4795,13272,aggr,total
1986,school_biz,0,0,0,541,189,730,545,189,734,dept,dept
1986,school_es,24,14,38,145,30,175,196,58,254,dept,dept
1986,appes,5,7,12,27,5,32,39,18,57,engr,school_es
1986,geo,9,4,13,26,13,39,46,24,70,physci,school_es
1986,geophys,3,0,3,51,6,57,57,6,63,physci,school_es
1986,petrolengr,7,3,10,41,6,47,54,10,64,engr,school_es
1986,school_educ,0,0,0,91,187,278,138,256,394,dept,dept
1986,school_engr,509,140,649,1940,339,2279,2660,502,3162,dept,dept
1986,aa,0,0,0,173,13,186,190,15,205,engr,school_engr
1986,appmech,0,0,0,1,0,1,1,0,1,physci,school_hs
1986,chemeng,18,5,23,53,13,66,77,19,96,engr,school_engr
1986,ce,43,11,54,134,41,175,198,55,253,engr,school_engr
1986,cs,24,4,28,259,58,317,302,67,369,engr,school_engr
1986,ee,178,30,208,581,53,634,833,86,919,engr,school_engr
1986,engr,0,0,0,13,5,18,13,5,18,engr,school_engr
1986,engr_es,0,0,0,72,16,88,96,20,116,engr,school_engr
1986,genengr,33,11,44,0,0,0,33,11,44,engr,school_engr
1986,ie,89,48,137,83,22,105,174,70,244,engr,school_engr
1986,matsci,3,1,4,110,39,149,124,43,167,engr,school_engr
1986,me,121,30,151,377,46,423,535,77,612,engr,school_engr
1986,opsres,0,0,0,84,33,117,84,34,118,math,school_engr
1986,school_hs,1237,1103,2340,878,535,1413,2300,1769,4069,dept,dept
1986,aaas,1,2,3,0,0,0,1,2,3,hum,school_hs
1986,amstud,11,13,24,0,0,0,11,13,24,hum,school_hs
1986,anthro,16,23,39,14,22,36,36,55,91,socsci,school_hs
1986,appphys,0,0,0,117,10,127,128,11,139,physci,school_hs
1986,art,14,30,44,11,15,26,30,51,81,hum,school_hs
1986,chinese,2,0,2,3,4,7,7,6,13,hum,school_hs
1986,japanese,1,1,2,2,4,6,3,5,8,hum,school_hs
1986,bio,159,121,280,40,41,81,217,172,389,physci,school_hs
1986,chem,20,9,29,122,43,165,148,55,203,physci,school_hs
1986,classics,8,4,12,5,8,13,14,14,28,hum,school_hs
1986,comm,25,38,63,11,38,49,44,92,136,hum,school_hs
1986,complit,0,0,0,4,9,13,6,11,17,hum,school_hs
1986,drama,6,9,15,6,4,10,14,13,27,hum,school_hs
1986,dramahum,0,0,0,2,0,2,3,0,3,hum,school_hs
1986,eastasn,1,0,1,6,5,11,7,5,12,hum,school_hs
1986,econ,268,111,379,77,30,107,360,142,502,socsci,school_hs
1986,english,82,120,202,23,42,65,119,172,291,hum,school_hs
