year,id,undergrad_men,undergrad_women,undergrad,graduate_men,graduate_women,graduate,total_men,total_women,total,cat,school
2006,psych,48,123,171,24,41,65,79,179,258,socsci,school_hs
2006,publpol,34,18,52,0,0,0,34,18,52,socsci,school_hs
2006,religst,10,7,17,5,6,11,23,16,39,hum,school_hs
2006,rees,0,0,0,6,2,8,6,2,8,hum,school_hs
2006,sts,26,20,46,0,0,0,26,20,46,inter,school_hs
2006,slavic,6,4,10,4,1,5,11,7,18,hum,school_hs
2006,slavichum,0,0,0,0,0,0,1,0,1,hum,school_hs
2006,soc,18,27,45,17,32,49,56,75,131,socsci,school_hs
2006,spanport,7,21,28,5,8,13,13,35,48,hum,school_hs
2006,spanhum,0,0,0,0,0,0,1,0,1,hum,school_hs
2006,stats,0,0,0,70,37,107,76,39,115,math,school_hs
2006,symsys,56,28,84,3,0,3,59,28,87,inter,school_hs
2006,urbanst,9,24,33,0,0,0,9,24,33,socsci,school_hs
2006,school_law,0,0,0,320,252,572,335,268,603,dept,dept
2006,law,0,0,0,310,246,556,325,262,587,prof,school_law
2006,lawbiz,0,0,0,10,6,16,10,6,16,prof,school_law
2006,school_med,0,0,0,317,347,664,438,447,885,dept,dept
2006,bioc,0,0,0,15,11,26,19,15,34,prof,school_med
2006,biomedin,0,0,0,17,13,30,22,16,38,prof,school_med
2006,cbio,0,0,0,15,22,37,20,28,48,prof,school_med
2006,dbio,0,0,0,14,7,21,18,13,31,prof,school_med
2006,epidem,0,0,0,4,11,15,4,14,18,prof,school_med
2006,gene,0,0,0,15,23,38,24,29,53,prof,school_med
2006,hrp,0,0,0,4,5,9,6,5,11,prof,school_med
2006,immunol,0,0,0,16,24,40,21,28,49,prof,school_med
2006,med,0,0,0,170,168,338,231,211,442,prof,school_med
2006,mi,0,0,0,15,22,37,21,29,50,prof,school_med
2006,molpharma,0,0,0,11,7,18,14,10,24,prof,school_med
2006,mcp,0,0,0,5,6,11,7,12,19,prof,school_med
2006,nepr,0,0,0,16,28,44,30,35,65,prof,school_med
2006,sbio,0,0,0,0,0,0,1,2,3,prof,school_med
2005,undeclared,1848,1687,3535,0,0,0,1848,1687,3535,aggr,misc
2005,total,3658,3357,7015,4490,2420,6910,8976,6326,15302,aggr,total
2005,school_biz,0,0,0,590,282,872,608,286,894,dept,dept
2005,business,0,0,0,545,271,816,563,275,838,prof,school_biz
2005,bizres,0,0,0,2,0,2,2,0,2,prof,school_biz
2005,management,0,0,0,43,11,54,43,11,54,prof,school_biz
2005,school_es,19,39,58,113,100,213,159,151,310,dept,dept
2005,earthsys,16,27,43,2,11,13,18,38,56,inter,school_es
2005,ges,3,12,15,36,44,80,52,60,112,physci,school_es
2005,geophys,0,0,0,26,19,45,38,22,60,physci,school_es
2005,envres,0,0,0,8,11,19,10,15,25,inter,school_es
2005,petrolengr,0,0,0,41,15,56,41,16,57,engr,school_es
2005,school_educ,0,0,0,97,255,352,112,294,406,dept,dept
2005,educ,0,0,0,97,254,351,112,293,405,hum,school_educ
2005,educhum,0,0,0,0,1,1,0,1,1,hum,school_educ
2005,school_engr,492,189,681,2158,599,2757,2967,873,3840,dept,dept
2005,aa,0,0,0,146,36,182,178,43,221,engr,school_engr
2005,bioe,0,0,0,23,17,40,23,18,41,engr,school_engr
2005,chemeng,31,14,45,65,31,96,113,52,165,engr,school_engr
2005,cee,0,0,0,136,96,232,167,111,278,engr,school_engr
2005,ce,23,16,39,0,0,0,23,16,39,engr,school_engr
2005,cme,0,0,0,29,3,32,29,3,32,engr,school_engr
2005,cs,119,26,145,375,47,422,504,77,581,engr,school_engr
2005,ee,100,18,118,682,139,821,902,179,1081,engr,school_engr
2005,genengr,57,37,94,10,7,17,67,46,113,engr,school_engr
2005,engr_esor,0,0,0,0,1,1,0,2,2,engr,school_engr
2005,enve,2,8,10,0,0,0,2,8,10,engr,school_engr
2005,idm_engr,3,8,11,0,0,0,3,8,11,engr,school_engr
2005,ie,1,0,1,0,0,0,1,0,1,engr,school_engr
2005,ms&e,73,38,111,205,90,295,298,132,430,inter,school_engr
2005,matsci,3,0,3,90,21,111,115,32,147,engr,school_engr
2005,me,80,24,104,359,100,459,497,134,631,engr,school_engr
2005,sccm,0,0,0,38,11,49,45,12,57,math,school_engr
2005,school_hs,1299,1442,2741,891,600,1491,2503,2314,4817,dept,dept
2005,aaas,1,6,7,0,0,0,1,6,7,hum,school_hs
2005,amstud,9,34,43,0,0,0,9,34,43,hum,school_hs
2005,anthsci,6,19,25,9,11,20,23,33,56,socsci,school_hs
2005,anthro,0,0,0,1,0,1,3,7,10,socsci,school_hs
2005,archlgy,0,3,3,0,0,0,0,3,3,socsci,school_hs
2005,appphys,0,0,0,79,20,99,114,33,147,physci,school_hs
2005,art,8,36,44,13,21,34,22,73,95,hum,school_hs
2005,asnamst,2,2,4,0,0,0,2,2,4,hum,school_hs
2005,chinese,1,1,2,0,5,5,2,9,11,hum,school_hs
2005,bio,146,138,284,59,63,122,224,223,447,physci,school_hs
2005,biophys,0,0,0,16,6,22,22,10,32,physci,school_hs
2005,chem,38,20,58,101,55,156,182,102,284,physci,school_hs
2005,chs,2,4,6,0,0,0,2,4,6,hum,school_hs
2005,classics,8,10,18,7,12,19,21,28,49,hum,school_hs
2005,comm,25,39,64,21,26,47,47,69,116,hum,school_hs
2005,complit,0,8,8,8,6,14,11,18,29,hum,school_hs
2005,complhum,0,0,0,0,0,0,0,1,1,hum,school_hs
2005,csre,7,18,25,0,0,0,7,18,25,hum,school_hs
2005,csanthro,4,17,21,8,21,29,17,48,65,hum,school_hs
2005,drama,5,21,26,3,6,9,11,31,42,hum,school_hs
2005,dramahum,0,0,0,1,0,1,3,0,3,hum,school_hs
2005,eastasn,2,5,7,16,13,29,19,19,38,hum,school_hs
2005,econ,145,80,225,71,23,94,242,116,358,socsci,school_hs
2005,english,56,93,149,12,29,41,79,142,221,hum,school_hs
2005,engfrenlit,0,3,3,0,0,0,0,3,3,hum,school_hs
2005,engspnlit,1,2,3,0,0,0,1,2,3,hum,school_hs
2005,femst,0,3,3,0,0,0,0,3,3,hum,school_hs
2005,filmstud,7,3,10,0,0,0,7,3,10,hum,school_hs
2005,finmath,0,0,0,25,5,30,25,5,30,math,school_hs
2005,french,1,2,3,0,6,6,2,12,14,hum,school_hs
2005,german,3,5,8,5,1,6,10,8,18,hum,school_hs
2005,germanhum,0,0,0,0,0,0,0,1,1,hum,school_hs
2005,history,58,52,110,34,30,64,106,101,207,hum,school_hs
2005,histhum,0,0,0,0,0,0,0,1,1,hum,school_hs
2005,humbio,84,216,300,0,0,0,84,216,300,inter,school_hs
2005,humsp,4,6,10,2,2,4,6,8,14,hum,school_hs
2005,idm,4,4,8,0,0,0,4,4,8,inter,school_hs
2005,ips,0,0,0,9,16,25,9,16,25,inter,school_hs
2005,ir,72,85,157,0,0,0,72,85,157,socsci,school_hs
2005,italian,0,3,3,3,3,6,4,7,11,hum,school_hs
2005,japanese,6,5,11,4,2,6,14,10,24,hum,school_hs
2005,linguist,8,10,18,7,15,22,24,29,53,socsci,school_hs
2005,mcs,43,9,52,0,0,0,43,9,52,math,school_hs
2005,math,70,15,85,48,12,60,124,29,153,math,school_hs
2005,mtl,0,0,0,8,6,14,9,15,24,hum,school_hs
2005,music,27,19,46,32,9,41,67,29,96,hum,school_hs
2005,musichum,0,0,0,0,0,0,1,1,2,hum,school_hs
2005,nativeam,0,1,1,0,0,0,0,1,1,hum,school_hs
2005,phil,27,9,36,27,13,40,60,24,84,hum,school_hs
2005,slavichum,0,0,0,0,0,0,1,0,1,hum,school_hs
2005,philrelig,3,1,4,0,0,0,3,1,4,hum,school_hs
2005,physics,68,11,79,101,20,121,207,42,249,physci,school_hs
2005,polisci,88,95,183,33,19,52,136,127,263,socsci,school_hs
2005,psych,67,173,240,23,42,65,94,227,321,socsci,school_hs
2005,publpol,39,32,71,0,0,0,39,32,71,socsci,school_hs
2005,religst,8,8,16,7,5,12,23,17,40,hum,school_hs
2005,rees,0,0,0,3,4,7,3,4,7,hum,school_hs
2005,sts,36,25,61,0,0,0,36,25,61,inter,school_hs
2005,slavic,2,3,5,3,4,7,5,11,16,hum,school_hs
2005,soc,28,22,50,23,26,49,67,61,128,socsci,school_hs
2005,spanport,9,23,32,3,8,11,12,36,48,hum,school_hs
2005,spanhum,0,0,0,0,0,0,1,0,1,hum,school_hs
2005,stats,0,0,0,63,34,97,67,36,103,math,school_hs
2005,symsys,59,23,82,3,1,4,62,24,86,inter,school_hs
2005,urbanst,12,20,32,0,0,0,12,20,32,socsci,school_hs
2005,school_law,0,0,0,315,246,561,329,260,589,dept,dept
2005,law,0,0,0,307,243,550,321,257,578,prof,school_law
2005,lawbiz,0,0,0,8,3,11,8,3,11,prof,school_law
2005,school_med,0,0,0,326,338,664,450,461,911,dept,dept
2005,bioc,0,0,0,13,8,21,21,15,36,prof,school_med
2005,biomedin,0,0,0,19,16,35,24,16,40,prof,school_med
2005,cbio,0,0,0,13,20,33,20,31,51,prof,school_med
2005,dbio,0,0,0,15,9,24,20,13,33,prof,school_med
2005,epidem,0,0,0,8,13,21,9,16,25,prof,school_med
2005,gene,0,0,0,18,20,38,25,29,54,prof,school_med
2005,hrp,0,0,0,4,4,8,4,5,9,prof,school_med
2005,immunol,0,0,0,13,21,34,17,27,44,prof,school_med
2005,med,0,0,0,176,167,343,236,223,459,prof,school_med
2005,mi,0,0,0,13,19,32,20,30,50,prof,school_med
2005,molpharma,0,0,0,11,7,18,15,10,25,prof,school_med
2005,mcp,0,0,0,5,5,10,7,10,17,prof,school_med
2005,nepr,0,0,0,18,29,47,31,34,65,prof,school_med
2005,sbio,0,0,0,0,0,0,1,2,3,prof,school_med
2004,undeclared,1914,1751,3665,0,0,0,1914,1751,3665,aggr,misc
2004,total,3666,3383,7049,4483,2395,6878,8949,6313,15262,aggr,total
2004,school_biz,0,0,0,596,287,883,609,294,903,dept,dept
2004,business,0,0,0,548,280,828,561,287,848,prof,school_biz
2004,management,0,0,0,48,7,55,48,7,55,prof,school_biz
2004,school_es,27,52,79,124,88,212,177,159,336,dept,dept
2004,earthsys,20,32,52,3,9,12,23,41,64,inter,school_es
2004,ges,7,19,26,46,33,79,68,62,130,physci,school_es
2004,geophys,0,1,1,33,18,51,40,25,65,physci,school_es
2004,envres,0,0,0,5,12,17,6,12,18,inter,school_es
2004,petrolengr,0,0,0,37,16,53,40,19,59,engr,school_es
2004,school_educ,0,0,0,87,213,300,104,257,361,dept,dept
2004,educ,0,0,0,87,213,300,104,257,361,hum,school_educ
2004,school_engr,500,181,681,2131,552,2683,2951,822,3773,dept,dept
2004,aa,0,0,0,162,36,198,192,40,232,engr,school_engr
2004,bioe,0,0,0,12,7,19,12,7,19,engr,school_engr
2004,chemeng,35,12,47,61,28,89,108,50,158,engr,school_engr
2004,cee,0,0,0,144,90,234,178,111,289,engr,school_engr
2004,ce,20,15,35,0,0,0,20,15,35,engr,school_engr
2004,cs,142,29,171,370,63,433,526,97,623,engr,school_engr
2004,ee,95,24,119,707,123,830,908,171,1079,engr,school_engr
2004,genengr,43,35,78,19,6,25,62,41,103,engr,school_engr
2004,engr_esor,0,0,0,0,2,2,4,3,7,engr,school_engr
2004,enve,3,5,8,0,0,0,3,5,8,engr,school_engr
2004,idm_engr,4,1,5,0,0,0,4,1,5,engr,school_engr
2004,ie,0,0,0,0,0,0,0,2,2,engr,school_engr
2004,ms&e,70,32,102,199,87,286,291,121,412,inter,school_engr
2004,matsci,9,2,11,77,25,102,110,32,142,engr,school_engr
2004,me,79,26,105,327,71,398,472,110,582,engr,school_engr
2004,sccm,0,0,0,53,14,67,61,16,77,math,school_engr
2004,school_hs,1225,1399,2624,930,654,1584,2456,2305,4761,dept,dept
2004,aaas,5,9,14,0,0,0,5,9,14,hum,school_hs
2004,amstud,8,23,31,0,0,0,8,23,31,hum,school_hs
2004,anthsci,8,15,23,12,15,27,24,33,57,socsci,school_hs
2004,anthro,0,0,0,0,0,0,4,12,16,socsci,school_hs
2004,archlgy,1,3,4,0,0,0,1,3,4,socsci,school_hs
2004,appphys,0,0,0,73,24,97,114,32,146,physci,school_hs
2004,art,4,38,42,13,22,35,19,74,93,hum,#N/A
2004,asnamst,2,2,4,0,0,0,2,2,4,hum,school_hs
2004,bio,127,136,263,61,61,122,204,224,428,physci,school_hs
2004,biophys,0,0,0,19,7,26,24,11,35,physci,school_hs
2004,chem,32,16,48,102,57,159,176,94,270,physci,school_hs
2004,chs,2,4,6,0,0,0,2,4,6,hum,school_hs
2004,chinese,4,2,6,1,4,5,6,9,15,hum,school_hs
2004,classics,8,10,18,12,13,25,25,28,53,hum,school_hs
2004,comm,17,46,63,20,41,61,39,91,130,hum,school_hs
2004,complit,2,7,9,7,7,14,12,15,27,hum,school_hs
2004,csre,9,28,37,0,0,0,9,28,37,hum,school_hs
2004,csanthro,6,14,20,6,23,29,13,42,55,hum,school_hs
2004,drama,10,16,26,6,8,14,18,25,43,hum,school_hs
2004,dramahum,0,0,0,0,0,0,1,1,2,hum,school_hs
2004,eastasn,5,5,10,18,18,36,24,26,50,hum,school_hs
2004,econ,178,96,274,75,27,102,275,138,413,socsci,school_hs
2004,english,44,96,140,13,30,43,67,144,211,hum,school_hs
2004,engitalit,1,0,1,0,0,0,1,0,1,hum,school_hs
2004,engspnlit,0,2,2,0,0,0,0,2,2,hum,school_hs
2004,femst,1,7,8,0,0,0,1,7,8,hum,school_hs
2004,finmath,0,0,0,21,6,27,21,6,27,math,school_hs
2004,french,0,0,0,1,8,9,1,10,11,hum,school_hs
2004,german,2,5,7,5,3,8,7,11,18,hum,school_hs
2004,history,60,58,118,35,27,62,118,104,222,hum,school_hs
2004,histhum,0,0,0,0,2,2,1,2,3,hum,school_hs
2004,humbio,74,245,319,0,0,0,74,245,319,inter,school_hs
2004,humsp,7,10,17,2,4,6,9,14,23,hum,school_hs
2004,idm,1,3,4,0,0,0,1,3,4,inter,school_hs
2004,ips,0,0,0,20,15,35,21,15,36,inter,school_hs
2004,ir,65,71,136,0,0,0,65,71,136,socsci,school_hs
2004,italian,0,1,1,4,3,7,4,6,10,hum,school_hs
2004,japanese,5,5,10,4,2,6,14,10,24,hum,school_hs
2004,linguist,8,9,17,14,16,30,26,30,56,socsci,school_hs
2004,mcs,40,13,53,0,0,0,40,13,53,math,school_hs
2004,math,66,14,80,50,14,64,123,29,152,math,school_hs
2004,mtl,0,0,0,7,11,18,7,18,25,hum,school_hs
2004,music,28,20,48,23,8,31,58,31,89,hum,school_hs
2004,musichum,0,0,0,1,1,2,2,2,4,hum,school_hs
2004,nativeam,1,0,1,0,0,0,1,0,1,hum,school_hs
2004,phil,31,18,49,28,17,45,65,37,102,hum,school_hs
2004,philrelig,2,3,5,0,0,0,2,3,5,hum,school_hs
2004,physics,52,13,65,107,20,127,195,43,238,physci,school_hs
2004,polisci,78,79,157,32,23,55,128,110,238,socsci,school_hs
2004,psych,56,91,147,30,44,74,90,144,234,socsci,school_hs
2004,publpol,25,32,57,0,0,0,25,32,57,socsci,school_hs
2004,religst,6,5,11,14,4,18,27,15,42,hum,school_hs
2004,rees,0,1,1,4,4,8,4,5,9,hum,school_hs
2004,sts,34,23,57,0,0,0,34,23,57,inter,school_hs
2004,slavic,0,2,2,4,4,8,4,12,16,hum,school_hs
2004,soc,29,28,57,25,23,48,68,62,130,socsci,school_hs
2004,spanport,5,20,25,6,10,16,11,38,49,hum,school_hs
2004,stats,0,0,0,55,27,82,59,28,87,math,school_hs
2004,symsys,56,16,72,0,1,1,56,17,73,inter,school_hs
2004,urbanst,20,39,59,0,0,0,20,39,59,socsci,school_hs
2004,school_law,0,0,0,288,259,547,300,273,573,dept,dept
2004,law,0,0,0,282,256,538,294,270,564,prof,school_law
2004,lawbiz,0,0,0,6,3,9,6,3,9,prof,school_law
2004,school_med,0,0,0,327,342,669,438,452,890,dept,dept
2004,bioc,0,0,0,14,11,25,20,16,36,prof,school_med
2004,biomedin,0,0,0,25,13,38,32,15,47,prof,school_med
2004,cbio,0,0,0,16,18,34,21,28,49,prof,school_med
2004,dbio,0,0,0,12,10,22,16,16,32,prof,school_med
2004,epidem,0,0,0,3,11,14,5,16,21,prof,school_med
2004,gene,0,0,0,19,22,41,24,25,49,prof,school_med
2004,hrp,0,0,0,2,2,4,4,3,7,prof,school_med
2004,immunol,0,0,0,14,20,34,20,25,45,prof,school_med
2004,med,0,0,0,164,178,342,217,230,447,prof,school_med
2004,mi,0,0,0,17,21,38,21,29,50,prof,school_med
2004,molpharma,0,0,0,11,9,20,19,11,30,prof,school_med
2004,mcp,0,0,0,5,8,13,8,12,20,prof,school_med
2004,nepr,0,0,0,24,17,41,30,24,54,prof,school_med
2004,sbio,0,0,0,1,2,3,1,2,3,prof,school_med
2003,undeclared,1988,1849,3837,0,0,0,1988,1849,3837,aggr,misc
2003,total,3563,3367,6930,4296,2313,6609,8656,6193,14849,aggr,total
2003,school_biz,0,0,0,550,295,845,562,304,866,dept,dept
2003,management,0,0,0,41,13,54,41,13,54,prof,school_biz
2003,business,0,0,0,591,308,899,603,317,920,prof,school_biz
2003,school_es,36,56,92,132,77,209,192,147,339,dept,dept
2003,earthsys,27,46,73,7,7,14,35,53,88,inter,school_es
2003,ges,9,10,19,46,29,75,71,48,119,physci,school_es
2003,geophys,0,0,0,38,16,54,43,19,62,physci,school_es
2003,envres,0,0,0,5,8,13,6,8,14,inter,school_es
2003,petrolengr,0,0,0,36,17,53,37,19,56,engr,school_es
2003,school_educ,0,0,0,91,185,276,115,224,339,dept,dept
2003,educ,0,0,0,91,185,276,115,224,339,hum,school_educ
2003,school_engr,463,195,658,2054,492,2546,2842,774,3616,dept,dept
2003,aa,0,0,0,172,34,206,195,34,229,engr,school_engr
2003,chemeng,37,16,53,59,24,83,117,51,168,engr,school_engr
2003,cee,0,1,1,153,75,228,187,95,282,engr,school_engr
2003,ce,15,14,29,0,0,0,15,14,29,engr,school_engr
2003,cs,132,31,163,364,62,426,509,95,604,engr,school_engr
2003,ee,79,20,99,664,102,766,850,147,997,engr,school_engr
2003,engr,40,27,67,23,8,31,63,35,98,engr,school_engr
2003,engr_esor,0,0,0,4,2,6,7,4,11,engr,school_engr
2003,enve,2,4,6,0,0,0,2,4,6,engr,school_engr
2003,idm_engr,13,8,21,0,0,0,13,8,21,engr,school_engr
2003,ie,0,0,0,0,2,2,1,4,5,engr,school_engr
2003,ms&e,66,42,108,201,92,293,294,137,431,inter,school_engr
2003,matsci,8,2,10,73,20,93,108,30,138,engr,school_engr
2003,me,71,30,101,294,60,354,430,102,532,engr,school_engr
2003,sccm,0,0,0,47,11,58,51,14,65,math,school_engr
2003,school_hs,1076,1267,2343,846,635,1481,2211,2171,4382,dept,dept
2003,aaas,2,9,11,0,0,0,2,9,11,hum,school_hs
2003,amstud,12,21,33,0,0,0,12,21,33,hum,school_hs
2003,anthsci,2,12,14,7,13,20,13,26,39,socsci,school_hs
2003,anthro,0,1,1,0,1,1,4,17,21,socsci,school_hs
2003,archlgy,2,5,7,0,0,0,2,5,7,socsci,school_hs
2003,appphys,0,0,0,73,22,95,102,28,130,physci,school_hs
2003,art,7,36,43,9,23,32,19,80,99,hum,school_hs
2003,asnamst,3,1,4,0,0,0,3,1,4,hum,school_hs
2003,chinese,2,3,5,2,6,8,6,13,19,hum,school_hs
2003,japanese,7,2,9,5,2,7,15,6,21,hum,school_hs
2003,bio,86,118,204,51,54,105,149,195,344,physci,school_hs
2003,biophys,0,0,0,14,8,22,19,13,32,physci,school_hs
2003,chem,18,14,32,93,48,141,158,83,241,physci,school_hs
2003,chs,1,2,3,0,0,0,1,2,3,hum,school_hs
2003,classics,9,10,19,10,11,21,26,23,49,hum,school_hs
2003,comm,21,44,65,18,40,58,40,87,127,hum,school_hs
2003,complit,3,11,14,5,7,12,11,23,34,hum,school_hs
2003,complhum,0,0,0,1,0,1,1,0,1,hum,school_hs
2003,csre,9,20,29,0,0,0,9,20,29,hum,school_hs
2003,csanthro,1,19,20,8,20,28,9,42,51,hum,school_hs
2003,drama,8,8,16,5,5,10,17,15,32,hum,school_hs
2003,dramahum,0,0,0,0,0,0,1,2,3,hum,school_hs
2003,eastasn,5,6,11,12,15,27,17,25,42,hum,school_hs
2003,econ,152,93,245,78,32,110,250,140,390,socsci,school_hs
2003,english,34,90,124,12,38,50,60,145,205,hum,school_hs
2003,engfrenlit,0,1,1,0,0,0,0,1,1,hum,school_hs
2003,femst,0,5,5,0,0,0,0,5,5,hum,school_hs
2003,finmath,0,0,0,17,4,21,17,4,21,math,school_hs
2003,french,0,1,1,2,6,8,3,10,13,hum,school_hs
2003,italian,1,1,2,3,3,6,4,7,11,hum,school_hs
2003,german,3,2,5,4,5,9,7,10,17,hum,school_hs
2003,germanhum,0,0,0,0,0,0,2,0,2,hum,school_hs
2003,history,63,63,126,25,32,57,110,118,228,hum,school_hs
2003,histhum,0,0,0,0,0,0,1,2,3,hum,school_hs
2003,humbio,46,169,215,0,0,0,46,169,215,inter,school_hs
2003,humsp,9,5,14,1,5,6,10,10,20,hum,school_hs
2003,idm,2,2,4,0,0,0,2,2,4,inter,school_hs
2003,ips,0,0,0,15,12,27,15,12,27,inter,school_hs
2003,ir,57,83,140,0,0,0,57,83,140,socsci,school_hs
2003,linguist,5,7,12,15,14,29,25,30,55,socsci,school_hs
2003,mcs,36,5,41,0,0,0,36,5,41,math,school_hs
2003,math,51,19,70,45,14,59,104,35,139,math,school_hs
2003,mtl,0,0,0,5,14,19,6,26,32,hum,school_hs
2003,music,25,18,43,25,12,37,59,34,93,hum,school_hs
2003,musichum,0,0,0,0,1,1,0,1,1,hum,school_hs
2003,nativeam,1,0,1,0,0,0,1,0,1,hum,school_hs
2003,phil,33,18,51,21,18,39,63,38,101,hum,school_hs
2003,philrelig,3,2,5,0,0,0,3,2,5,hum,school_hs
2003,physics,46,14,60,104,18,122,177,38,215,physci,school_hs
2003,polisci,76,51,127,31,19,50,125,77,202,socsci,school_hs
2003,psych,42,108,150,23,38,61,69,158,227,socsci,school_hs
2003,publpol,24,25,49,0,0,0,24,25,49,socsci,school_hs
2003,religst,10,3,13,10,4,14,25,13,38,hum,school_hs
2003,rees,0,0,0,4,4,8,4,4,8,hum,school_hs
2003,sts,42,30,72,0,0,0,42,30,72,inter,school_hs
2003,slavic,1,7,8,5,3,8,6,15,21,hum,school_hs
2003,soc,28,22,50,27,25,52,68,55,123,socsci,school_hs
2003,spanport,4,15,19,6,8,14,11,30,41,hum,school_hs
2003,spanhum,0,0,0,0,0,0,0,1,1,hum,school_hs
2003,stats,0,0,0,55,29,84,59,32,91,math,school_hs
2003,symsys,67,33,100,0,2,2,67,35,102,inter,school_hs
2003,urbanst,17,33,50,0,0,0,17,33,50,socsci,school_hs
2003,school_law,0,0,0,274,278,552,289,293,582,dept,dept
2003,law,0,0,0,268,277,545,283,292,575,prof,school_law
2003,lawbiz,0,0,0,6,1,7,6,1,7,prof,school_law
2003,school_med,0,0,0,308,338,646,416,418,834,dept,dept
2003,bioc,0,0,0,14,12,26,23,14,37,prof,school_med
2003,cbio,0,0,0,10,18,28,16,24,40,prof,school_med
2003,dbio,0,0,0,10,15,25,13,17,30,prof,school_med
2003,epidem,0,0,0,5,7,12,6,11,17,prof,school_med
2003,gene,0,0,0,22,18,40,27,18,45,prof,school_med
2003,hrp,0,0,0,0,2,2,0,3,3,prof,school_med
2003,immunol,0,0,0,14,18,32,18,19,37,prof,school_med
2003,mi,0,0,0,11,18,29,18,23,41,prof,school_med
2003,molpharma,0,0,0,13,6,19,21,9,30,prof,school_med
2003,mcp,0,0,0,3,9,12,5,11,16,prof,school_med
2003,nepr,0,0,0,22,17,39,26,27,53,prof,school_med
2003,sbio,0,0,0,1,2,3,1,2,3,prof,school_med
2003,med,0,0,0,159,188,347,213,231,444,prof,school_med
2003,biomedin,0,0,0,24,8,32,29,9,38,prof,school_med
2002,undeclared,1931,1874,3805,0,0,0,1931,1874,3805,aggr,misc
2002,total,3603,3417,7020,4220,2343,6563,8576,6246,14822,aggr,total
2002,school_biz,0,0,0,571,310,881,577,321,898,dept,dept
2002,business,0,0,0,523,303,826,529,314,843,prof,school_biz
2002,bizres,0,0,0,1,0,1,1,0,1,prof,school_biz
2002,management,0,0,0,47,7,54,47,7,54,prof,school_biz
2002,school_es,38,44,82,148,75,223,206,127,333,dept,dept
2002,earthsys,26,38,64,5,5,10,31,43,74,inter,school_es
2002,ges,12,6,18,60,29,89,85,41,126,physci,school_es
2002,geophys,0,0,0,40,20,60,45,21,66,physci,school_es
2002,envres,0,0,0,3,4,7,3,4,7,inter,school_es
2002,petrolengr,0,0,0,40,17,57,42,18,60,engr,school_es
2002,school_educ,0,0,0,88,203,291,108,241,349,dept,dept
2002,educ,0,0,0,88,203,291,108,241,349,hum,school_educ
2002,school_engr,517,196,713,1975,488,2463,2787,769,3556,dept,dept
2002,aa,0,0,0,153,24,177,183,27,210,engr,school_engr
2002,chemeng,46,17,63,52,25,77,103,47,150,engr,school_engr
2002,cee,0,0,0,149,74,223,181,95,276,engr,school_engr
2002,ce,17,12,29,0,0,0,17,12,29,engr,school_engr
2002,cs,174,40,214,339,73,412,523,117,640,engr,school_engr
2002,ee,82,15,97,670,110,780,850,143,993,engr,school_engr
2002,genengr,33,23,56,34,12,46,67,35,102,engr,school_engr
2002,engr_esor,0,0,0,9,4,13,18,4,22,engr,school_engr
2002,enve,2,4,6,0,0,0,2,4,6,engr,school_engr
2002,idm_engr,13,5,18,0,0,0,13,5,18,engr,school_engr
2002,ie,3,0,3,4,3,7,9,5,14,engr,school_engr
2002,ms&e,69,41,110,176,68,244,266,115,381,inter,school_engr
2002,matsci,5,2,7,63,24,87,90,39,129,engr,school_engr
2002,me,73,37,110,276,58,334,410,108,518,engr,school_engr
2002,sccm,0,0,0,50,13,63,55,13,68,math,school_engr
2002,school_hs,1117,1303,2420,833,646,1479,2232,2189,4421,dept,dept
2002,aaas,5,9,14,0,0,0,5,9,14,hum,school_hs
2002,amstud,26,38,64,0,0,0,26,38,64,hum,school_hs
2002,anthsci,5,15,20,10,10,20,15,26,41,socsci,school_hs
2002,anthro,0,0,0,1,10,11,7,19,26,socsci,school_hs
2002,archlgy,0,7,7,0,0,0,0,7,7,socsci,school_hs
2002,appphys,0,0,0,75,17,92,97,23,120,physci,school_hs
2002,art,14,41,55,10,24,34,29,81,110,hum,school_hs
2002,asnamst,3,2,5,0,0,0,3,2,5,hum,school_hs
2002,chinese,0,0,0,2,7,9,3,11,14,hum,school_hs
2002,japanese,8,4,12,4,2,6,16,9,25,hum,school_hs
2002,bio,95,112,207,39,56,95,151,186,337,physci,school_hs
2002,biophys,0,0,0,13,7,20,19,13,32,physci,school_hs
2002,chem,18,11,29,92,55,147,151,83,234,physci,school_hs
2002,chs,3,1,4,0,0,0,3,1,4,hum,school_hs
2002,classics,10,6,16,9,10,19,25,18,43,hum,school_hs
2002,comm,24,45,69,15,29,44,41,76,117,hum,school_hs
2002,complit,5,15,20,6,6,12,17,24,41,hum,school_hs
2002,csre,9,33,42,0,0,0,9,33,42,hum,school_hs
2002,csanthro,3,11,14,8,19,27,12,31,43,hum,school_hs
2002,drama,14,13,27,7,4,11,22,22,44,hum,school_hs
2002,dramahum,0,0,0,0,0,0,1,1,2,hum,school_hs
2002,eastasn,2,5,7,8,12,20,14,21,35,hum,school_hs
2002,econ,152,84,236,70,37,107,247,135,382,socsci,school_hs
2002,english,40,89,129,17,45,62,73,155,228,hum,school_hs
2002,engfrenlit,0,1,1,0,0,0,0,1,1,hum,school_hs
2002,engitalit,1,0,1,0,0,0,1,0,1,hum,school_hs
2002,engspnlit,0,1,1,0,0,0,0,1,1,hum,school_hs
2002,femst,1,14,15,0,0,0,1,14,15,hum,school_hs
