year,id,undergrad_men,undergrad_women,undergrad,graduate_men,graduate_women,graduate,total_men,total_women,total,cat,school,undergrad_ratio,graduate_ratio,total_ratio,undergrad_men_percentage_of_declared,undergrad_women_percentage_of_declared,undergrad_percentage_of_declared,graduate_men_percentage_of_declared,graduate_women_percentage_of_declared,graduate_percentage_of_declared,total_men_percentage_of_declared,total_women_percentage_of_declared,total_percentage_of_declared
2007,comm,27,47,74,22,27,49,49,74,123,hum,school_hs,0.574468085,0.814814815,0.662162162,0.015185602,0.028571429,0.021618463,0.004112918,0.009036145,0.005877414,0.006875263,0.015972372,0.010459184
2007,complit,3,8,11,10,10,20,13,18,31,hum,school_hs,0.375,1,0.722222222,0.001687289,0.004863222,0.003213555,0.001869508,0.00334672,0.002398944,0.001824049,0.003885172,0.002636054
2007,csre,10,17,27,0,0,0,10,17,27,hum,school_hs,0.588235294,1,0.588235294,0.005624297,0.010334347,0.007887818,0,0,0,0.001403115,0.003669329,0.002295918
2007,csanthro,6,21,27,8,29,37,14,50,64,hum,school_hs,0.285714286,0.275862069,0.28,0.003374578,0.012765957,0.007887818,0.001495607,0.009705489,0.004438047,0.001964361,0.010792143,0.005442177
2007,docfilm,0,0,0,8,8,16,8,8,16,hum,school_hs,1,1,1,0,0,0,0.001495607,0.002677376,0.001919156,0.001122492,0.001726743,0.001360544
2007,drama,8,9,17,5,10,15,13,19,32,hum,school_hs,0.888888889,0.5,0.684210526,0.004499438,0.005471125,0.004966404,0.000934754,0.00334672,0.001799208,0.001824049,0.004101014,0.002721088
2007,dramahum,0,0,0,1,1,2,1,1,2,hum,school_hs,1,1,1,0,0,0,0.000186951,0.000334672,0.000239894,0.000140311,0.000215843,0.000170068
2007,eastasn,5,7,12,20,14,34,25,21,46,hum,school_hs,0.714285714,1.428571429,1.19047619,0.002812148,0.004255319,0.003505697,0.003739017,0.004685408,0.004078206,0.003507787,0.0045327,0.003911565
2007,econ,176,81,257,98,40,138,274,121,395,socsci,school_hs,2.172839506,2.45,2.26446281,0.098987627,0.049240122,0.075080339,0.018321182,0.013386881,0.016552717,0.038445349,0.026116987,0.033588435
2007,english,51,87,138,23,50,73,74,137,211,hum,school_hs,0.586206897,0.46,0.540145985,0.028683915,0.052887538,0.040315513,0.004299869,0.016733601,0.008756147,0.01038305,0.029570473,0.017942177
2007,enggerlit,1,0,1,0,0,0,1,0,1,hum,school_hs,1,1,1,0.00056243,0,0.000292141,0,0,0,0.000140311,0,8.5034E-05
2007,engspnlit,0,1,1,0,0,0,0,1,1,hum,school_hs,0,1,0,0,0.000607903,0.000292141,0,0,0,0,0.000215843,8.5034E-05
2007,femst,0,5,5,0,0,0,0,5,5,hum,school_hs,0,1,0,0,0.003039514,0.001460707,0,0,0,0,0.001079214,0.00042517
2007,filmstud,13,12,25,0,0,0,13,12,25,hum,school_hs,1.083333333,1,1.083333333,0.007311586,0.007294833,0.007303535,0,0,0,0.001824049,0.002590114,0.00212585
2007,finmath,0,0,0,42,15,57,42,15,57,math,school_hs,1,2.8,2.8,0,0,0,0.007851935,0.00502008,0.006836992,0.005893083,0.003237643,0.004846939
2007,french,1,3,4,2,11,13,3,14,17,hum,school_hs,0.333333333,0.181818182,0.214285714,0.00056243,0.001823708,0.001168566,0.000373902,0.003681392,0.001559314,0.000420934,0.0030218,0.001445578
2007,italian,1,3,4,3,6,9,4,9,13,hum,school_hs,0.333333333,0.5,0.444444444,0.00056243,0.001823708,0.001168566,0.000560852,0.002008032,0.001079525,0.000561246,0.001942586,0.001105442
2007,frenchhum,0,0,0,0,1,1,0,1,1,hum,school_hs,1,0,0,0,0,0,0,0.000334672,0.000119947,0,0.000215843,8.5034E-05
2007,german,1,9,10,6,4,10,7,13,20,hum,school_hs,0.111111111,1.5,0.538461538,0.00056243,0.005471125,0.002921414,0.001121705,0.001338688,0.001199472,0.00098218,0.002805957,0.00170068
2007,history,54,49,103,48,45,93,102,94,196,hum,school_hs,1.102040816,1.066666667,1.085106383,0.030371204,0.029787234,0.030090564,0.00897364,0.015060241,0.011155092,0.014311772,0.020289229,0.016666667
2007,histhum,0,0,0,2,1,3,2,1,3,hum,school_hs,1,2,2,0,0,0,0.000373902,0.000334672,0.000359842,0.000280623,0.000215843,0.000255102
2007,humbio,122,254,376,0,0,0,122,254,376,inter,school_hs,0.480314961,1,0.480314961,0.068616423,0.154407295,0.109845165,0,0,0,0.017118002,0.054824088,0.031972789
2007,humsp,2,7,9,1,2,3,3,9,12,hum,school_hs,0.285714286,0.5,0.333333333,0.001124859,0.004255319,0.002629273,0.000186951,0.000669344,0.000359842,0.000420934,0.001942586,0.001020408
2007,idm,2,3,5,0,0,0,2,3,5,inter,school_hs,0.666666667,1,0.666666667,0.001124859,0.001823708,0.001460707,0,0,0,0.000280623,0.000647529,0.00042517
2007,ips,0,0,0,14,11,25,14,11,25,inter,school_hs,1,1.272727273,1.272727273,0,0,0,0.002617312,0.003681392,0.002998681,0.001964361,0.002374272,0.00212585
2007,ir,77,110,187,0,0,0,77,110,187,socsci,school_hs,0.7,1,0.7,0.043307087,0.066869301,0.054630441,0,0,0,0.010803985,0.023742715,0.015901361
2007,latinam,0,0,0,4,5,9,4,5,9,hum,school_hs,1,0.8,0.8,0,0,0,0.000747803,0.00167336,0.001079525,0.000561246,0.001079214,0.000765306
2007,linguist,5,5,10,15,20,35,20,25,45,socsci,school_hs,1,0.75,0.8,0.002812148,0.003039514,0.002921414,0.002804262,0.00669344,0.004198153,0.00280623,0.005396072,0.003826531
2007,mcs,32,16,48,0,0,0,32,16,48,math,school_hs,2,1,2,0.01799775,0.009726444,0.014022787,0,0,0,0.004489968,0.003453486,0.004081633
2007,math,68,15,83,56,15,71,124,30,154,math,school_hs,4.533333333,3.733333333,4.133333333,0.038245219,0.009118541,0.024247736,0.010469247,0.00502008,0.008516253,0.017398625,0.006475286,0.013095238
2007,mtl,0,0,0,9,12,21,9,12,21,hum,school_hs,1,0.75,0.75,0,0,0,0.001682557,0.004016064,0.002518892,0.001262803,0.002590114,0.001785714
2007,mtlhum,0,0,0,1,0,1,1,0,1,hum,school_hs,1,1,1,0,0,0,0.000186951,0,0.000119947,0.000140311,0,8.5034E-05
2007,music,26,21,47,36,17,53,62,38,100,hum,school_hs,1.238095238,2.117647059,1.631578947,0.014623172,0.012765957,0.013730646,0.00673023,0.005689424,0.006357203,0.008699312,0.008202029,0.008503401
2007,musichum,0,0,0,2,3,5,2,3,5,hum,school_hs,1,0.666666667,0.666666667,0,0,0,0.000373902,0.001004016,0.000599736,0.000280623,0.000647529,0.00042517
2007,phil,29,12,41,33,14,47,62,26,88,hum,school_hs,2.416666667,2.357142857,2.384615385,0.016310461,0.007294833,0.011977797,0.006169377,0.004685408,0.005637519,0.008699312,0.005611915,0.007482993
2007,philrelig,2,1,3,0,0,0,2,1,3,hum,school_hs,2,1,2,0.001124859,0.000607903,0.000876424,0,0,0,0.000280623,0.000215843,0.000255102
2007,physics,59,16,75,153,35,188,212,51,263,physci,school_hs,3.6875,4.371428571,4.156862745,0.033183352,0.009726444,0.021910605,0.028603477,0.011713521,0.022550078,0.029746036,0.011007986,0.022363946
2007,polisci,70,76,146,44,32,76,114,108,222,socsci,school_hs,0.921052632,1.375,1.055555556,0.039370079,0.046200608,0.042652644,0.008225837,0.010709505,0.009115989,0.01599551,0.02331103,0.018877551
2007,psych,32,96,128,32,51,83,64,147,211,socsci,school_hs,0.333333333,0.62745098,0.43537415,0.01799775,0.058358663,0.037394099,0.005982427,0.017068273,0.00995562,0.008979935,0.031728901,0.017942177
2007,publpol,28,18,46,3,4,7,31,22,53,socsci,school_hs,1.555555556,0.75,1.409090909,0.015748031,0.010942249,0.013438504,0.000560852,0.001338688,0.000839631,0.004349656,0.004748543,0.004506803
2007,religst,6,4,10,15,8,23,21,12,33,hum,school_hs,1.5,1.875,1.75,0.003374578,0.002431611,0.002921414,0.002804262,0.002677376,0.002758786,0.002946541,0.002590114,0.002806122
2007,rees,0,0,0,1,5,6,1,5,6,hum,school_hs,1,0.2,0.2,0,0,0,0.000186951,0.00167336,0.000719683,0.000140311,0.001079214,0.000510204
2007,sts,32,19,51,0,0,0,32,19,51,inter,school_hs,1.684210526,1,1.684210526,0.01799775,0.011550152,0.014899211,0,0,0,0.004489968,0.004101014,0.004336735
2007,slavic,4,7,11,4,5,9,8,12,20,hum,school_hs,0.571428571,0.8,0.666666667,0.002249719,0.004255319,0.003213555,0.000747803,0.00167336,0.001079525,0.001122492,0.002590114,0.00170068
2007,soc,28,42,70,37,51,88,65,93,158,socsci,school_hs,0.666666667,0.725490196,0.698924731,0.015748031,0.025531915,0.020449898,0.006917181,0.017068273,0.010555356,0.009120247,0.020073387,0.013435374
2007,spanport,12,24,36,5,15,20,17,39,56,hum,school_hs,0.5,0.333333333,0.435897436,0.006749156,0.014589666,0.01051709,0.000934754,0.00502008,0.002398944,0.002385295,0.008417872,0.004761905
2007,spanhum,0,0,0,1,0,1,1,0,1,hum,school_hs,1,1,1,0,0,0,0.000186951,0,0.000119947,0.000140311,0,8.5034E-05
2007,stats,0,0,0,66,26,92,66,26,92,math,school_hs,1,2.538461538,2.538461538,0,0,0,0.012338755,0.008701473,0.011035145,0.009260558,0.005611915,0.007823129
2007,symsys,40,22,62,2,1,3,42,23,65,inter,school_hs,1.818181818,2,1.826086957,0.022497188,0.01337386,0.018112767,0.000373902,0.000334672,0.000359842,0.005893083,0.004964386,0.005527211
2007,urbanst,9,17,26,0,0,0,9,17,26,socsci,school_hs,0.529411765,1,0.529411765,0.005061867,0.010334347,0.007595676,0,0,0,0.001262803,0.003669329,0.002210884
2007,school_law,0,0,0,322,278,600,322,278,600,dept,dept,1,1.158273381,1.158273381,0,0,0,0.060198168,0.093038822,0.071968334,0.0451803,0.060004317,0.051020408
2007,law,0,0,0,315,273,588,315,273,588,prof,school_law,1,1.153846154,1.153846154,0,0,0,0.058889512,0.091365462,0.070528967,0.04419812,0.058925103,0.05
2007,lawbiz,0,0,0,7,5,12,7,5,12,prof,school_law,1,1.4,1.4,0,0,0,0.001308656,0.00167336,0.001439367,0.00098218,0.001079214,0.001020408
2007,school_med,0,0,0,476,443,919,476,443,919,dept,dept,1,1.074492099,1.074492099,0,0,0,0.088988596,0.148259705,0.110231498,0.06678827,0.09561839,0.078146259
2007,bioc,0,0,0,20,17,37,20,17,37,prof,school_med,1,1.176470588,1.176470588,0,0,0,0.003739017,0.005689424,0.004438047,0.00280623,0.003669329,0.003146259
2007,biomedin,0,0,0,21,12,33,21,12,33,prof,school_med,1,1.75,1.75,0,0,0,0.003925967,0.004016064,0.003958258,0.002946541,0.002590114,0.002806122
2007,cbio,0,0,0,22,35,57,22,35,57,prof,school_med,1,0.628571429,0.628571429,0,0,0,0.004112918,0.011713521,0.006836992,0.003086853,0.0075545,0.004846939
2007,csb,0,0,0,1,0,1,1,0,1,prof,school_med,1,1,1,0,0,0,0.000186951,0,0.000119947,0.000140311,0,8.5034E-05
2007,dbio,0,0,0,18,15,33,18,15,33,prof,school_med,1,1.2,1.2,0,0,0,0.003365115,0.00502008,0.003958258,0.002525607,0.003237643,0.002806122
2007,epidem,0,0,0,6,12,18,6,12,18,prof,school_med,1,0.5,0.5,0,0,0,0.001121705,0.004016064,0.00215905,0.000841869,0.002590114,0.001530612
2007,gene,0,0,0,31,30,61,31,30,61,prof,school_med,1,1.033333333,1.033333333,0,0,0,0.005795476,0.010040161,0.007316781,0.004349656,0.006475286,0.005187075
2007,hrp,0,0,0,3,6,9,3,6,9,prof,school_med,1,0.5,0.5,0,0,0,0.000560852,0.002008032,0.001079525,0.000420934,0.001295057,0.000765306
2007,immunol,0,0,0,25,30,55,25,30,55,prof,school_med,1,0.833333333,0.833333333,0,0,0,0.004673771,0.010040161,0.006597097,0.003507787,0.006475286,0.004676871
2007,med,0,0,0,250,200,450,250,200,450,prof,school_med,1,1.25,1.25,0,0,0,0.046737708,0.066934404,0.05397625,0.035077873,0.043168573,0.038265306
2007,mi,0,0,0,19,27,46,19,27,46,prof,school_med,1,0.703703704,0.703703704,0,0,0,0.003552066,0.009036145,0.005517572,0.002665918,0.005827757,0.003911565
2007,nepr,0,0,0,32,37,69,32,37,69,prof,school_med,1,0.864864865,0.864864865,0,0,0,0.005982427,0.012382865,0.008276358,0.004489968,0.007986186,0.005867347
2007,molpharma,0,0,0,21,12,33,21,12,33,prof,school_med,1,1.75,1.75,0,0,0,0.003925967,0.004016064,0.003958258,0.002946541,0.002590114,0.002806122
2007,mcp,0,0,0,4,8,12,4,8,12,prof,school_med,1,0.5,0.5,0,0,0,0.000747803,0.002677376,0.001439367,0.000561246,0.001726743,0.001020408
2007,sbio,0,0,0,3,2,5,3,2,5,prof,school_med,1,1.5,1.5,0,0,0,0.000560852,0.000669344,0.000599736,0.000420934,0.000431686,0.00042517
2007,declared,1778,1645,3423,5349,2988,8337,7127,4633,11760,aggr,misc,1.080851064,1.790160643,1.538312109,1,1,1,1,1,1,1,1,1
2006,undeclared,1787,1710,3497,0,0,0,1787,1710,3497,aggr,misc,1.04502924,1,1.04502924,0.983489268,1.016646849,0.999428408,0,0,0,0.248574211,0.369011653,0.295779413
2006,total,3604,3392,6996,4560,2423,6983,8976,6344,15320,aggr,total,1.0625,1.881964507,1.414880202,1.983489268,2.016646849,1.999428408,1,1,1,1.248574211,1.369011653,1.295779413
2006,school_biz,0,0,0,611,274,885,627,279,906,dept,dept,1,2.229927007,2.247311828,0,0,0,0.133991228,0.113082955,0.12673636,0.087216581,0.060207164,0.076630297
2006,business,0,0,0,564,264,828,580,269,849,prof,school_biz,1,2.136363636,2.156133829,0,0,0,0.123684211,0.10895584,0.118573679,0.080678815,0.058049202,0.071809185
2006,management,0,0,0,47,10,57,47,10,57,prof,school_biz,1,4.7,4.7,0,0,0,0.010307018,0.004127115,0.008162681,0.006537766,0.002157963,0.004821111
2006,school_es,29,48,77,110,93,203,164,166,330,dept,dept,0.604166667,1.182795699,0.987951807,0.015960374,0.028537455,0.022006288,0.024122807,0.038382171,0.0290706,0.02281263,0.035822184,0.027911698
2006,eees,0,0,0,3,6,9,3,8,11,physci,school_es,1,0.5,0.375,0,0,0,0.000657895,0.002476269,0.001288844,0.000417304,0.00172637,0.00093039
2006,earthsys,21,34,55,5,9,14,26,43,69,inter,school_es,0.617647059,0.555555556,0.604651163,0.011557512,0.020214031,0.015718777,0.001096491,0.003714404,0.002004869,0.003616637,0.00927924,0.005836082
2006,ges,7,14,21,27,40,67,45,62,107,physci,school_es,0.5,0.675,0.725806452,0.003852504,0.008323424,0.006001715,0.005921053,0.016508461,0.00959473,0.006259563,0.01337937,0.009050156
2006,geophys,0,0,0,29,12,41,39,17,56,physci,school_es,1,2.416666667,2.294117647,0,0,0,0.006359649,0.004952538,0.005871402,0.005424955,0.003668537,0.00473653
2006,envres,0,0,0,10,10,20,13,18,31,inter,school_es,1,1,0.722222222,0,0,0,0.002192982,0.004127115,0.002864099,0.001808318,0.003884333,0.002622008
2006,petrolengr,1,0,1,36,16,52,38,18,56,engr,school_es,1,2.25,2.111111111,0.000550358,0,0.000285796,0.007894737,0.006603384,0.007446656,0.005285853,0.003884333,0.00473653
2006,school_educ,0,0,0,102,228,330,116,269,385,dept,dept,1,0.447368421,0.431226766,0,0,0,0.022368421,0.094098225,0.047257626,0.016135763,0.058049202,0.032563647
2006,educ,0,0,0,102,228,330,116,268,384,hum,school_educ,1,0.447368421,0.432835821,0,0,0,0.022368421,0.094098225,0.047257626,0.016135763,0.057833405,0.032479066
2006,educhum,0,0,0,0,0,0,0,1,1,hum,school_educ,1,1,0,0,0,0,0,0,0,0,0.000215796,8.45809E-05
2006,school_engr,478,179,657,2180,621,2801,2963,881,3844,dept,dept,2.670391061,3.510466989,3.36322361,0.263070996,0.106420927,0.187767934,0.478070175,0.256293851,0.401116998,0.412157463,0.19011653,0.325128986
2006,aa,0,0,0,138,27,165,173,30,203,engr,school_engr,1,5.111111111,5.766666667,0,0,0,0.030263158,0.011143211,0.023628813,0.024064543,0.006473889,0.017169923
2006,bioe,0,0,0,33,25,58,34,26,60,engr,school_engr,1,1.32,1.307692308,0,0,0,0.007236842,0.010317788,0.008305886,0.004729448,0.005610703,0.005074854
2006,chemeng,27,11,38,59,29,88,98,44,142,engr,school_engr,2.454545455,2.034482759,2.227272727,0.014859659,0.006539834,0.010860246,0.012938596,0.011968634,0.012602034,0.013631938,0.009495037,0.012010488
2006,cee,0,0,0,165,105,270,183,122,305,engr,school_engr,1,1.571428571,1.5,0,0,0,0.036184211,0.043334709,0.03866533,0.025455557,0.026327147,0.025797175
2006,ce,22,15,37,0,0,0,22,15,37,engr,school_engr,1.466666667,1,1.466666667,0.01210787,0.008917955,0.01057445,0,0,0,0.003060231,0.003236944,0.003129493
2006,cme,0,0,0,59,14,73,61,14,75,engr,school_engr,1,4.214285714,4.357142857,0,0,0,0.012938596,0.005777961,0.01045396,0.008485186,0.003021148,0.006343568
2006,cs,110,19,129,338,39,377,462,60,522,engr,school_engr,5.789473684,8.666666667,7.7,0.060539351,0.011296076,0.036867676,0.074122807,0.016095749,0.053988257,0.064264849,0.012947777,0.044151231
2006,ee,87,14,101,656,138,794,870,179,1049,engr,school_engr,6.214285714,4.753623188,4.860335196,0.047881123,0.008323424,0.02886539,0.143859649,0.056954189,0.113704711,0.121018222,0.038627536,0.088725366
2006,genengr,65,64,129,9,11,20,74,75,149,engr,school_engr,1.015625,0.818181818,0.986666667,0.035773253,0.038049941,0.036867676,0.001973684,0.004539827,0.002864099,0.010293504,0.016184722,0.012602554
2006,engr_esor,0,0,0,0,0,0,0,1,1,engr,school_engr,1,1,0,0,0,0,0,0,0,0,0.000215796,8.45809E-05
2006,enve,5,8,13,0,0,0,5,8,13,engr,school_engr,0.625,1,0.625,0.002751789,0.004756243,0.003715347,0,0,0,0.000695507,0.00172637,0.001099552
2006,ms&e,78,22,100,234,104,338,335,138,473,inter,school_engr,3.545454545,2.25,2.427536232,0.042927903,0.013079667,0.028579594,0.051315789,0.042921998,0.048403265,0.046598971,0.029779888,0.040006766
