year,id,undergrad_men,undergrad_women,undergrad,graduate_men,graduate_women,graduate,total_men,total_women,total,cat,school,undergrad_ratio,graduate_ratio,total_ratio,undergrad_men_percentage_of_declared,undergrad_women_percentage_of_declared,undergrad_percentage_of_declared,graduate_men_percentage_of_declared,graduate_women_percentage_of_declared,graduate_percentage_of_declared,total_men_percentage_of_declared,total_women_percentage_of_declared,total_percentage_of_declared
2014,undeclared,1785,1588,3373,0,0,0,1785,1588,3373,aggr,misc,1.124055416,1,1.124055416,0.872860636,0.860238353,0.866872269,0,0,0,0.22878749,0.294183031,0.255530303
2014,total,3830,3434,7264,5757,3552,9309,9587,6986,16573,aggr,total,1.115317414,1.620777027,1.372316061,1.872860636,1.860238353,1.866872269,1,1,1,1.22878749,1.294183031,1.255530303
2014,school_biz,0,0,0,648,369,1017,648,369,1017,dept,dept,1,1.756097561,1.756097561,0,0,0,0.112558624,0.103885135,0.109249114,0.083055627,0.068358651,0.077045455
2014,business,0,0,0,574,353,927,574,353,927,prof,school_biz,1,1.626062323,1.626062323,0,0,0,0.099704707,0.099380631,0.099581051,0.073570879,0.065394591,0.070227273
2014,bizres,0,0,0,0,1,1,0,1,1,prof,school_biz,1,0,0,0,0,0,0,0.000281532,0.000107423,0,0.000185254,7.57576E-05
2014,management,0,0,0,74,15,89,74,15,89,prof,school_biz,1,4.933333333,4.933333333,0,0,0,0.012853917,0.004222973,0.00956064,0.009484748,0.002778807,0.006742424
2014,school_es,38,65,103,231,168,399,269,233,502,dept,dept,0.584615385,1.375,1.154506438,0.018581907,0.035211268,0.026471344,0.040125065,0.047297297,0.042861747,0.034478339,0.043164135,0.038030303
2014,earthsys,22,53,75,6,16,22,28,69,97,physci,school_es,0.41509434,0.375,0.405797101,0.010757946,0.028710726,0.019275251,0.001042209,0.004504505,0.002363304,0.003588823,0.012782512,0.007348485
2014,ere,8,5,13,51,19,70,59,24,83,engr,school_es,1.6,2.684210526,2.458333333,0.00391198,0.002708559,0.003341043,0.008858781,0.005349099,0.007519605,0.007562164,0.004446091,0.006287879
2014,eess,0,0,0,21,30,51,21,30,51,physci,school_es,1,0.7,0.7,0,0,0,0.003647733,0.008445946,0.005478569,0.002691618,0.005557614,0.003863636
2014,envres,0,0,0,37,35,72,37,35,72,inter,school_es,1,1.057142857,1.057142857,0,0,0,0.006426958,0.009853604,0.007734451,0.004742374,0.006483883,0.005454545
2014,ges,2,6,8,32,32,64,34,38,72,physci,school_es,0.333333333,1,0.894736842,0.000977995,0.003250271,0.002056027,0.005558451,0.009009009,0.006875067,0.004357857,0.007039644,0.005454545
2014,geophys,6,1,7,51,31,82,57,32,89,physci,school_es,6,1.64516129,1.78125,0.002933985,0.000541712,0.001799023,0.008858781,0.008727477,0.00880868,0.007305819,0.005928122,0.006742424
2014,petrolengr,0,0,0,33,5,38,33,5,38,engr,school_es,1,6.6,6.6,0,0,0,0.005732152,0.001407658,0.004082071,0.004229685,0.000926269,0.002878788
2014,school_educ,0,0,0,121,246,367,121,246,367,dept,dept,1,0.491869919,0.491869919,0,0,0,0.021017891,0.069256757,0.039424213,0.015508844,0.045572434,0.02780303
2014,educ,0,0,0,121,246,367,121,246,367,hum,school_educ,1,0.491869919,0.491869919,0,0,0,0.021017891,0.069256757,0.039424213,0.015508844,0.045572434,0.02780303
2014,school_engr,970,474,1444,2496,954,3450,3466,1428,4894,dept,dept,2.046413502,2.616352201,2.427170868,0.474327628,0.256771398,0.371112824,0.433559145,0.268581081,0.370609088,0.444245065,0.264542423,0.370757576
2014,aa,0,0,0,168,34,202,168,34,202,engr,school_engr,1,4.941176471,4.941176471,0,0,0,0.029181866,0.009572072,0.021699431,0.02153294,0.006298629,0.01530303
2014,bioe,0,0,0,81,49,130,81,49,130,engr,school_engr,1,1.653061224,1.653061224,0,0,0,0.014069828,0.013795045,0.01396498,0.010381953,0.009077436,0.009848485
2014,chemeng,52,22,74,107,37,144,159,59,218,engr,school_engr,2.363636364,2.891891892,2.694915254,0.025427873,0.01191766,0.019018247,0.018586069,0.010416667,0.015468901,0.02037939,0.010929974,0.016515152
2014,cee,0,0,0,239,190,429,239,190,429,engr,school_engr,1,1.257894737,1.257894737,0,0,0,0.041514678,0.053490991,0.046084434,0.030633171,0.035198222,0.0325
2014,ce,15,21,36,0,0,0,15,21,36,engr,school_engr,0.714285714,1,0.714285714,0.007334963,0.011375948,0.00925212,0,0,0,0.001922584,0.00389033,0.002727273
2014,cme,0,0,0,123,28,151,123,28,151,engr,school_engr,1,4.392857143,4.392857143,0,0,0,0.021365294,0.007882883,0.016220862,0.015765188,0.005187106,0.011439394
2014,cs,412,162,574,417,102,519,829,264,1093,engr,school_engr,2.543209877,4.088235294,3.140151515,0.201466993,0.087757313,0.147519918,0.072433559,0.028716216,0.055752498,0.106254806,0.048907003,0.08280303
2014,ee,100,24,124,589,210,799,689,234,923,engr,school_engr,4.166666667,2.804761905,2.944444444,0.048899756,0.013001083,0.031868414,0.102310231,0.059121622,0.085830916,0.08831069,0.043349389,0.069924242
2014,genengr,145,131,276,16,8,24,161,139,300,engr,school_engr,1.106870229,2,1.158273381,0.070904645,0.070964247,0.070932922,0.002779225,0.002252252,0.00257815,0.020635734,0.025750278,0.022727273
2014,enve,1,5,6,0,0,0,1,5,6,engr,school_engr,0.2,1,0.2,0.000488998,0.002708559,0.00154202,0,0,0,0.000128172,0.000926269,0.000454545
2014,envse,1,3,4,0,0,0,1,3,4,engr,school_engr,0.333333333,1,0.333333333,0.000488998,0.001625135,0.001028013,0,0,0,0.000128172,0.000555761,0.00030303
2014,idm,3,5,8,0,0,0,3,5,8,inter,school_hs,0.6,1,0.6,0.001466993,0.002708559,0.002056027,0,0,0,0.000384517,0.000926269,0.000606061
2014,ms&e,95,47,142,246,84,330,341,131,472,inter,school_engr,2.021276596,2.928571429,2.603053435,0.046454768,0.025460455,0.036494474,0.042730589,0.023648649,0.035449565,0.043706742,0.024268247,0.035757576
2014,matsci,22,7,29,133,50,183,155,57,212,engr,school_engr,3.142857143,2.66,2.719298246,0.010757946,0.003791983,0.007453097,0.02310231,0.014076577,0.019658395,0.019866701,0.010559466,0.016060606
2014,me,124,47,171,377,162,539,501,209,710,engr,school_engr,2.638297872,2.327160494,2.397129187,0.060635697,0.025460455,0.043947571,0.065485496,0.045608108,0.057900956,0.064214304,0.038718044,0.053787879
2014,school_hs,1037,1307,2344,1373,970,2343,2410,2277,4687,dept,dept,0.793420046,1.415463918,1.058410189,0.507090465,0.708017335,0.602415831,0.23849227,0.273085586,0.251691911,0.308895155,0.421822897,0.355075758
2014,aaas,5,13,18,0,0,0,5,13,18,hum,school_hs,0.384615385,1,0.384615385,0.002444988,0.007042254,0.00462606,0,0,0,0.000640861,0.002408299,0.001363636
2014,africast,0,0,0,1,2,3,1,2,3,hum,school_hs,1,0.5,0.5,0,0,0,0.000173702,0.000563063,0.000322269,0.000128172,0.000370508,0.000227273
2014,amstud,11,19,30,0,0,0,11,19,30,hum,school_hs,0.578947368,1,0.578947368,0.005378973,0.010292524,0.0077101,0,0,0,0.001409895,0.003519822,0.002272727
2014,anthsci,0,0,0,0,2,2,0,2,2,socsci,school_hs,1,0,0,0,0,0,0,0.000563063,0.000214846,0,0.000370508,0.000151515
2014,anthro,3,24,27,29,49,78,32,73,105,socsci,school_hs,0.125,0.591836735,0.438356164,0.001466993,0.013001083,0.00693909,0.005037346,0.013795045,0.008378988,0.004101512,0.013523527,0.007954545
2014,archlgy,1,6,7,0,0,0,1,6,7,socsci,school_hs,0.166666667,1,0.166666667,0.000488998,0.003250271,0.001799023,0,0,0,0.000128172,0.001111523,0.000530303
2014,aephys,0,0,0,2,0,2,2,0,2,physci,school_hs,1,1,1,0,0,0,0.000347403,0,0.000214846,0.000256345,0,0.000151515
2014,appphys,0,0,0,104,24,128,104,24,128,physci,school_hs,1,4.333333333,4.333333333,0,0,0,0.018064964,0.006756757,0.013750134,0.013329915,0.004446091,0.00969697
2014,art,0,0,0,1,2,3,1,2,3,hum,school_hs,1,0.5,0.5,0,0,0,0.000173702,0.000563063,0.000322269,0.000128172,0.000370508,0.000227273
2014,arthist,3,17,20,13,14,27,16,31,47,hum,school_hs,0.176470588,0.928571429,0.516129032,0.001466993,0.009209101,0.005140067,0.002258121,0.003941441,0.002900419,0.002050756,0.005742868,0.003560606
2014,artstudi,3,11,14,3,7,10,6,18,24,hum,school_hs,0.272727273,0.428571429,0.333333333,0.001466993,0.00595883,0.003598047,0.000521105,0.001970721,0.001074229,0.000769034,0.003334568,0.001818182
2014,asnamst,1,0,1,0,0,0,1,0,1,hum,school_hs,1,1,1,0.000488998,0,0.000257003,0,0,0,0.000128172,0,7.57576E-05
2014,bio,92,109,201,90,84,174,182,193,375,physci,school_hs,0.844036697,1.071428571,0.943005181,0.044987775,0.059046587,0.051657672,0.015633142,0.023648649,0.018691589,0.023327352,0.035753983,0.028409091
2014,biophys,0,0,0,29,16,45,29,16,45,physci,school_hs,1,1.8125,1.8125,0,0,0,0.005037346,0.004504505,0.004834032,0.003716996,0.002964061,0.003409091
2014,chem,22,21,43,165,68,233,187,89,276,physci,school_hs,1.047619048,2.426470588,2.101123596,0.010757946,0.011375948,0.011051144,0.028660761,0.019144144,0.025029541,0.023968213,0.016487588,0.020909091
2014,chs,1,0,1,0,0,0,1,0,1,hum,school_hs,1,1,1,0.000488998,0,0.000257003,0,0,0,0.000128172,0,7.57576E-05
2014,chinese,0,3,3,8,21,29,8,24,32,hum,school_hs,0,0.380952381,0.333333333,0,0.001625135,0.00077101,0.001389613,0.005912162,0.003115265,0.001025378,0.004446091,0.002424242
2014,classics,8,17,25,20,18,38,28,35,63,hum,school_hs,0.470588235,1.111111111,0.8,0.00391198,0.009209101,0.006425084,0.003474032,0.005067568,0.004082071,0.003588823,0.006483883,0.004772727
2014,comm,17,33,50,25,40,65,42,73,115,hum,school_hs,0.515151515,0.625,0.575342466,0.008312958,0.01787649,0.012850167,0.00434254,0.011261261,0.00698249,0.005383235,0.013523527,0.008712121
2014,complit,9,14,23,5,14,19,14,28,42,hum,school_hs,0.642857143,0.357142857,0.5,0.004400978,0.007583965,0.005911077,0.000868508,0.003941441,0.002041036,0.001794412,0.005187106,0.003181818
2014,csre,6,17,23,0,0,0,6,17,23,hum,school_hs,0.352941176,1,0.352941176,0.002933985,0.009209101,0.005911077,0,0,0,0.000769034,0.003149315,0.001742424
2014,csanthro,0,0,0,0,3,3,0,3,3,hum,school_hs,1,0,0,0,0,0,0,0.000844595,0.000322269,0,0.000555761,0.000227273
2014,design,0,0,0,5,3,8,5,3,8,hum,school_hs,1,1.666666667,1.666666667,0,0,0,0.000868508,0.000844595,0.000859383,0.000640861,0.000555761,0.000606061
2014,docfilm,0,0,0,7,9,16,7,9,16,hum,school_hs,1,0.777777778,0.777777778,0,0,0,0.001215911,0.002533784,0.001718767,0.000897206,0.001667284,0.001212121
2014,drama,9,13,22,6,13,19,15,26,41,hum,school_hs,0.692307692,0.461538462,0.576923077,0.004400978,0.007042254,0.005654074,0.001042209,0.00365991,0.002041036,0.001922584,0.004816599,0.003106061
2014,eastasn,1,4,5,23,41,64,24,45,69,hum,school_hs,0.25,0.56097561,0.533333333,0.000488998,0.002166847,0.001285017,0.003995136,0.011542793,0.006875067,0.003076134,0.008336421,0.005227273
2014,econ,104,87,191,122,39,161,226,126,352,socsci,school_hs,1.195402299,3.128205128,1.793650794,0.050855746,0.047128927,0.049087638,0.021191593,0.01097973,0.017295091,0.028966932,0.023341979,0.026666667
2014,english,46,63,109,31,37,68,77,100,177,hum,school_hs,0.73015873,0.837837838,0.77,0.022493888,0.034127844,0.028013364,0.005384749,0.010416667,0.007304759,0.009869264,0.01852538,0.013409091
2014,femst,2,2,4,0,0,0,2,2,4,hum,school_hs,1,1,1,0.000977995,0.001083424,0.001028013,0,0,0,0.000256345,0.000370508,0.00030303
2014,filmstud,8,8,16,0,0,0,8,8,16,hum,school_hs,1,1,1,0.00391198,0.004333694,0.004112053,0,0,0,0.001025378,0.00148203,0.001212121
2014,finmath,0,0,0,2,0,2,2,0,2,math,school_hs,1,1,1,0,0,0,0.000347403,0,0.000214846,0.000256345,0,0.000151515
2014,french,2,16,18,1,9,10,3,25,28,hum,school_hs,0.125,0.111111111,0.12,0.000977995,0.008667389,0.00462606,0.000173702,0.002533784,0.001074229,0.000384517,0.004631345,0.002121212
2014,frenchital,0,0,0,1,0,1,1,0,1,hum,school_hs,1,1,1,0,0,0,0.000173702,0,0.000107423,0.000128172,0,7.57576E-05
2014,italian,0,4,4,2,3,5,2,7,9,hum,school_hs,0,0.666666667,0.285714286,0,0.002166847,0.001028013,0.000347403,0.000844595,0.000537115,0.000256345,0.001296777,0.000681818
2014,german,2,2,4,7,8,15,9,10,19,hum,school_hs,1,0.875,0.9,0.000977995,0.001083424,0.001028013,0.001215911,0.002252252,0.001611344,0.00115355,0.001852538,0.001439394
2014,history,37,47,84,53,53,106,90,100,190,hum,school_hs,0.787234043,1,0.9,0.01809291,0.025460455,0.021588281,0.009206184,0.014921171,0.01138683,0.011535504,0.01852538,0.014393939
2014,histhum,0,0,0,0,2,2,0,2,2,hum,school_hs,1,0,0,0,0,0,0,0.000563063,0.000214846,0,0.000370508,0.000151515
2014,humbio,93,230,323,0,0,0,93,230,323,inter,school_hs,0.404347826,1,0.404347826,0.045476773,0.124593716,0.083012079,0,0,0,0.011920021,0.042608373,0.024469697
2014,ilac,1,9,10,3,15,18,4,24,28,hum,school_hs,0.111111111,0.2,0.166666667,0.000488998,0.004875406,0.002570033,0.000521105,0.004222973,0.001933613,0.000512689,0.004446091,0.002121212
2014,ips,0,0,0,18,26,44,18,26,44,inter,school_hs,1,0.692307692,0.692307692,0,0,0,0.003126628,0.00731982,0.004726609,0.002307101,0.004816599,0.003333333
2014,ir,39,76,115,0,0,0,39,76,115,socsci,school_hs,0.513157895,1,0.513157895,0.019070905,0.041170098,0.029555384,0,0,0,0.004998718,0.014079289,0.008712121
2014,japanese,2,2,4,7,7,14,9,9,18,hum,school_hs,1,1,1,0.000977995,0.001083424,0.001028013,0.001215911,0.001970721,0.001503921,0.00115355,0.001667284,0.001363636
2014,latinam,0,0,0,3,8,11,3,8,11,hum,school_hs,1,0.375,0.375,0,0,0,0.000521105,0.002252252,0.001181652,0.000384517,0.00148203,0.000833333
2014,linguist,6,8,14,18,19,37,24,27,51,socsci,school_hs,0.75,0.947368421,0.888888889,0.002933985,0.004333694,0.003598047,0.003126628,0.005349099,0.003974648,0.003076134,0.005001853,0.003863636
2014,mcs,54,29,83,0,0,0,54,29,83,math,school_hs,1.862068966,1,1.862068966,0.026405868,0.015709642,0.021331277,0,0,0,0.006921302,0.00537236,0.006287879
2014,math,67,13,80,69,11,80,136,24,160,math,school_hs,5.153846154,6.272727273,5.666666667,0.032762836,0.007042254,0.020560267,0.011985409,0.003096847,0.008593834,0.017431428,0.004446091,0.012121212
2014,mtl,0,0,0,13,12,25,13,12,25,hum,school_hs,1,1.083333333,1.083333333,0,0,0,0.002258121,0.003378378,0.002685573,0.001666239,0.002223046,0.001893939
2014,mtlhum,0,0,0,1,0,1,1,0,1,hum,school_hs,1,1,1,0,0,0,0.000173702,0,0.000107423,0.000128172,0,7.57576E-05
2014,music,22,11,33,42,23,65,64,34,98,hum,school_hs,2,1.826086957,1.882352941,0.010757946,0.00595883,0.00848111,0.007295466,0.006475225,0.00698249,0.008203025,0.006298629,0.007424242
2014,nativeam,1,2,3,0,0,0,1,2,3,hum,school_hs,0.5,1,0.5,0.000488998,0.001083424,0.00077101,0,0,0,0.000128172,0.000370508,0.000227273
2014,phil,25,7,32,41,8,49,66,15,81,hum,school_hs,3.571428571,5.125,4.4,0.012224939,0.003791983,0.008224107,0.007121765,0.002252252,0.005263723,0.008459369,0.002778807,0.006136364
2014,philrelig,6,1,7,0,0,0,6,1,7,hum,school_hs,6,1,6,0.002933985,0.000541712,0.001799023,0,0,0,0.000769034,0.000185254,0.000530303
2014,physics,48,13,61,143,30,173,191,43,234,physci,school_hs,3.692307692,4.766666667,4.441860465,0.023471883,0.007042254,0.015677204,0.024839326,0.008445946,0.018584166,0.024480902,0.007965913,0.017727273
2014,polisci,46,43,89,44,50,94,90,93,183,socsci,school_hs,1.069767442,0.88,0.967741935,0.022493888,0.023293608,0.022873297,0.00764287,0.014076577,0.010097755,0.011535504,0.017228603,0.013863636
2014,psych,36,82,118,35,44,79,71,126,197,socsci,school_hs,0.43902439,0.795454545,0.563492063,0.017603912,0.044420368,0.030326394,0.006079555,0.012387387,0.008486411,0.009100231,0.023341979,0.014924242
2014,publpol,24,33,57,21,12,33,45,45,90,socsci,school_hs,0.727272727,1.75,1,0.011735941,0.01787649,0.01464919,0.003647733,0.003378378,0.003544956,0.005767752,0.008336421,0.006818182
2014,religst,1,2,3,15,13,28,16,15,31,hum,school_hs,0.5,1.153846154,1.066666667,0.000488998,0.001083424,0.00077101,0.002605524,0.00365991,0.003007842,0.002050756,0.002778807,0.002348485
2014,rees,0,0,0,1,1,2,1,1,2,hum,school_hs,1,1,1,0,0,0,0.000173702,0.000281532,0.000214846,0.000128172,0.000185254,0.000151515
2014,sts,90,119,209,0,0,0,90,119,209,inter,school_hs,0.756302521,1,0.756302521,0.04400978,0.064463705,0.053713698,0,0,0,0.011535504,0.022045202,0.015833333
2014,slavic,5,4,9,5,6,11,10,10,20,hum,school_hs,1.25,0.833333333,1,0.002444988,0.002166847,0.00231303,0.000868508,0.001689189,0.001181652,0.001281723,0.001852538,0.001515152
2014,soc,7,12,19,29,50,79,36,62,98,socsci,school_hs,0.583333333,0.58,0.580645161,0.003422983,0.006500542,0.004883063,0.005037346,0.014076577,0.008486411,0.004614201,0.011485735,0.007424242
2014,spanport,0,5,5,4,2,6,4,7,11,hum,school_hs,0,2,0.571428571,0,0.002708559,0.001285017,0.000694806,0.000563063,0.000644538,0.000512689,0.001296777,0.000833333
2014,stats,0,0,0,100,50,150,100,50,150,math,school_hs,1,2,2,0,0,0,0.017370158,0.014076577,0.016113439,0.012817226,0.00926269,0.011363636
2014,symsys,67,49,116,6,2,8,73,51,124,inter,school_hs,1.367346939,3,1.431372549,0.032762836,0.026543879,0.029812388,0.001042209,0.000563063,0.000859383,0.009356575,0.009447944,0.009393939
2014,urbanst,4,7,11,0,0,0,4,7,11,socsci,school_hs,0.571428571,1,0.571428571,0.00195599,0.003791983,0.002827037,0,0,0,0.000512689,0.001296777,0.000833333
2014,school_law,0,0,0,362,303,665,362,303,665,dept,dept,1,1.194719472,1.194719472,0,0,0,0.062879972,0.085304054,0.071436244,0.046398359,0.056131901,0.050378788
2014,law,0,0,0,351,297,648,351,297,648,prof,school_law,1,1.181818182,1.181818182,0,0,0,0.060969255,0.083614865,0.069610055,0.044988464,0.055020378,0.049090909
2014,lawbiz,0,0,0,11,6,17,11,6,17,prof,school_law,1,1.833333333,1.833333333,0,0,0,0.001910717,0.001689189,0.00182619,0.001409895,0.001111523,0.001287879
2014,school_med,0,0,0,495,506,1001,495,506,1001,dept,dept,1,0.97826087,0.97826087,0,0,0,0.085982282,0.142454955,0.107530347,0.06344527,0.093738422,0.075833333
2014,bioc,0,0,0,24,15,39,24,15,39,prof,school_med,1,1.6,1.6,0,0,0,0.004168838,0.004222973,0.004189494,0.003076134,0.002778807,0.002954545
2014,biomedin,0,0,0,37,25,62,37,25,62,prof,school_med,1,1.48,1.48,0,0,0,0.006426958,0.007038288,0.006660221,0.004742374,0.004631345,0.00469697
2014,cbio,0,0,0,17,37,54,17,37,54,prof,school_med,1,0.459459459,0.459459459,0,0,0,0.002952927,0.010416667,0.005800838,0.002178928,0.006854391,0.004090909
2014,csb,0,0,0,25,19,44,25,19,44,prof,school_med,1,1.315789474,1.315789474,0,0,0,0.00434254,0.005349099,0.004726609,0.003204307,0.003519822,0.003333333
2014,dbio,0,0,0,14,17,31,14,17,31,prof,school_med,1,0.823529412,0.823529412,0,0,0,0.002431822,0.004786036,0.003330111,0.001794412,0.003149315,0.002348485
2014,epidem,0,0,0,6,17,23,6,17,23,prof,school_med,1,0.352941176,0.352941176,0,0,0,0.001042209,0.004786036,0.002470727,0.000769034,0.003149315,0.001742424
2014,gene,0,0,0,33,37,70,33,37,70,prof,school_med,1,0.891891892,0.891891892,0,0,0,0.005732152,0.010416667,0.007519605,0.004229685,0.006854391,0.00530303
2014,hrp,0,0,0,2,3,5,2,3,5,prof,school_med,1,0.666666667,0.666666667,0,0,0,0.000347403,0.000844595,0.000537115,0.000256345,0.000555761,0.000378788
2014,humgene,0,0,0,1,13,14,1,13,14,prof,school_med,1,0.076923077,0.076923077,0,0,0,0.000173702,0.00365991,0.001503921,0.000128172,0.002408299,0.001060606
2014,immunol,0,0,0,19,20,39,19,20,39,prof,school_med,1,0.95,0.95,0,0,0,0.00330033,0.005630631,0.004189494,0.002435273,0.003705076,0.002954545
2014,med,0,0,0,239,222,461,239,222,461,prof,school_med,1,1.076576577,1.076576577,0,0,0,0.041514678,0.0625,0.049521968,0.030633171,0.041126343,0.034924242
2014,mi,0,0,0,15,25,40,15,25,40,prof,school_med,1,0.6,0.6,0,0,0,0.002605524,0.007038288,0.004296917,0.001922584,0.004631345,0.003030303
2014,nepr,0,0,0,33,41,74,33,41,74,prof,school_med,1,0.804878049,0.804878049,0,0,0,0.005732152,0.011542793,0.007949296,0.004229685,0.007595406,0.005606061
2014,mcp,0,0,0,10,5,15,10,5,15,prof,school_med,1,2,2,0,0,0,0.001737016,0.001407658,0.001611344,0.001281723,0.000926269,0.001136364
2014,stemrem,0,0,0,14,10,24,14,10,24,prof,school_med,1,1.4,1.4,0,0,0,0.002431822,0.002815315,0.00257815,0.001794412,0.001852538,0.001818182
2014,sbio,0,0,0,6,0,6,6,0,6,prof,school_med,1,1,1,0,0,0,0.001042209,0,0.000644538,0.000769034,0,0.000454545
2014,contstudies,0,0,0,31,36,67,31,36,67,dept,dept,1,0.861111111,0.861111111,0,0,0,0.005384749,0.010135135,0.007197336,0.00397334,0.006669137,0.005075758
2014,mla,0,0,0,31,36,67,31,36,67,hum,contstudies,1,0.861111111,0.861111111,0,0,0,0.005384749,0.010135135,0.007197336,0.00397334,0.006669137,0.005075758
2014,declared,2045,1846,3891,5757,3552,9309,7802,5398,13200,aggr,misc,1.10780065,1.620777027,1.44535013,1,1,1,1,1,1,1,1,1
2013,undeclared,1913,1647,3560,0,0,0,1913,1647,3560,aggr,misc,1.161505768,1,1.161505768,1.000523013,0.956445993,0.979636764,0,0,0,0.252241561,0.319743739,0.279544562
2013,total,3825,3369,7194,5672,3429,9101,9497,6798,16295,aggr,total,1.135351736,1.654126568,1.397028538,2.000523013,1.956445993,1.979636764,1,1,1,1.252241561,1.319743739,1.279544562
2013,school_biz,0,0,0,644,335,979,644,335,979,dept,dept,1,1.92238806,1.92238806,0,0,0,0.113540197,0.097696121,0.107570597,0.084915612,0.065035915,0.076874755
2013,business,0,0,0,578,318,896,578,318,896,prof,school_biz,1,1.817610063,1.817610063,0,0,0,0.10190409,0.092738408,0.09845072,0.07621308,0.061735585,0.070357283
2013,management,0,0,0,66,17,83,66,17,83,prof,school_biz,1,3.882352941,3.882352941,0,0,0,0.011636107,0.004957714,0.009119877,0.008702532,0.00330033,0.006517472
2013,school_es,50,72,122,226,171,397,276,243,519,dept,dept,0.694444444,1.321637427,1.135802469,0.026150628,0.041811847,0.033571822,0.039844852,0.049868766,0.04362158,0.036392405,0.047175306,0.040753828
2013,eees,0,0,0,1,0,1,1,0,1,physci,school_es,1,1,1,0,0,0,0.000176305,0,0.000109878,0.000131857,0,7.85238E-05
2013,earthsys,37,59,96,5,18,23,42,77,119,inter,school_es,0.627118644,0.277777778,0.545454545,0.019351464,0.034262485,0.026417171,0.000881523,0.005249344,0.002527195,0.005537975,0.014948554,0.009344327
2013,ere,5,5,10,43,12,55,48,17,65,engr,school_es,1,3.583333333,2.823529412,0.002615063,0.0029036,0.002751789,0.0075811,0.003499563,0.006043292,0.006329114,0.00330033,0.005104044
2013,eess,0,0,0,26,27,53,26,27,53,physci,school_es,1,0.962962963,0.962962963,0,0,0,0.004583921,0.007874016,0.005823536,0.00342827,0.005241701,0.004161759
2013,envres,0,0,0,40,39,79,40,39,79,inter,school_es,1,1.025641026,1.025641026,0,0,0,0.007052186,0.011373578,0.008680365,0.005274262,0.007571345,0.006203377
2013,ges,6,7,13,32,35,67,38,42,80,physci,school_es,0.857142857,0.914285714,0.904761905,0.003138075,0.004065041,0.003577325,0.005641749,0.010207057,0.007361828,0.005010549,0.008153757,0.0062819
2013,geophys,2,1,3,46,32,78,48,33,81,physci,school_es,2,1.4375,1.454545455,0.001046025,0.00058072,0.000825537,0.008110014,0.009332167,0.008570487,0.006329114,0.006406523,0.006360424
2013,petrolengr,0,0,0,33,8,41,33,8,41,engr,school_es,1,4.125,4.125,0,0,0,0.005818054,0.002333042,0.004504999,0.004351266,0.001553096,0.003219474
2013,school_educ,0,0,0,127,251,378,127,251,378,dept,dept,1,0.505976096,0.505976096,0,0,0,0.022390691,0.073199183,0.041533897,0.016745781,0.048728402,0.029681979
2013,educ,0,0,0,127,251,378,127,251,378,hum,school_educ,1,0.505976096,0.505976096,0,0,0,0.022390691,0.073199183,0.041533897,0.016745781,0.048728402,0.029681979
2013,school_engr,872,392,1264,2501,920,3421,3373,1312,4685,dept,dept,2.224489796,2.718478261,2.570884146,0.456066946,0.227642276,0.347826087,0.440937941,0.268299796,0.375892759,0.44475211,0.254707824,0.367883785
2013,aa,0,0,0,171,28,199,171,28,199,engr,school_engr,1,6.107142857,6.107142857,0,0,0,0.030148096,0.008165646,0.021865729,0.022547468,0.005435838,0.015626227
2013,bioe,0,0,0,70,47,117,70,47,117,engr,school_engr,1,1.489361702,1.489361702,0,0,0,0.012341326,0.01370662,0.01285573,0.009229958,0.009124442,0.009187279
2013,chemeng,46,22,68,98,42,140,144,64,208,engr,school_engr,2.090909091,2.333333333,2.25,0.024058577,0.012775842,0.018712163,0.017277856,0.012248469,0.015382925,0.018987342,0.012424772,0.016332941
2013,cee,0,0,0,257,195,452,257,195,452,engr,school_engr,1,1.317948718,1.317948718,0,0,0,0.045310296,0.056867892,0.049664872,0.033887131,0.037856727,0.035492737
2013,ce,16,20,36,0,0,0,16,20,36,engr,school_engr,0.8,1,0.8,0.008368201,0.011614402,0.009906439,0,0,0,0.002109705,0.003882741,0.002826855
2013,cme,0,0,0,97,20,117,97,20,117,engr,school_engr,1,4.85,4.85,0,0,0,0.017101551,0.005832604,0.01285573,0.012790084,0.003882741,0.009187279
2013,cs,344,108,452,419,85,504,763,193,956,engr,school_engr,3.185185185,4.929411765,3.953367876,0.179916318,0.06271777,0.124380848,0.07387165,0.024788568,0.05537853,0.10060654,0.037468453,0.075068708
2013,ee,83,18,101,626,204,830,709,222,931,engr,school_engr,4.611111111,3.068627451,3.193693694,0.043410042,0.010452962,0.027793065,0.110366714,0.059492563,0.091198769,0.093486287,0.043098427,0.073105614
2013,genengr,153,134,287,14,8,22,167,142,309,engr,school_engr,1.141791045,1.75,1.176056338,0.080020921,0.077816492,0.078976335,0.002468265,0.002333042,0.002417317,0.022020042,0.027567463,0.02426384
2013,enve,2,6,8,0,0,0,2,6,8,engr,school_engr,0.333333333,1,0.333333333,0.001046025,0.003484321,0.002201431,0,0,0,0.000263713,0.001164822,0.00062819
2013,idm_engr,3,4,7,0,0,0,3,4,7,engr,school_engr,0.75,1,0.75,0.001569038,0.00232288,0.001926252,0,0,0,0.00039557,0.000776548,0.000549666
2013,ie,0,1,1,0,0,0,0,1,1,engr,school_engr,0,1,0,0,0.00058072,0.000275179,0,0,0,0,0.000194137,7.85238E-05
